product_ndc	text
36800-0228	ACTIVE INGREDIENT (IN EACH CAPLET) Acetaminophen USP, 650 mg
36800-0229	Active ingredients (in each geltab) Acetaminophen 500 mg Diphenhydramine HCl 25 mg
36800-0230	Active ingredient (in each softgel) Diphenhydramine HCl 50 mg Purpose Nighttime sleep-aid
36800-0231	ACTIVE INGREDIENT PYRITHIONE ZINC 1% PURPOSE ANTI-DANDRUFF
36800-0232	ACTIVE INGREDIENT PYRITHIONE ZINC 1% PURPOSE ANTI-DANDRUFF
36800-0234	Active ingredients (in each caplet) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Guaifenesin 200 mg Phenylephrine HCl 5 mg
36800-0235	Active Ingredient Ethyl Alcohol 62%
36800-0236	Active ingredient (in each softgel) Diphenhydramine HCl 50 mg Purpose Nighttime sleep-aid
36800-0238	Active ingredient (in each softgel) Docusate sodium 100 mg
36800-0240	ACTIVE INGREDIENT BENZALKONIUM CHLORIDE 0.1 PERCENT
36800-0242	Active ingredient (in each softgel) Simethicone 125 mg
36800-0244	ACTIVE INGREDIENT (IN EACH CAPLET) Cetirizine HCl, USP 10 mg
36800-0245	Active ingredient (in each tablet) Sennosides USP, 25 mg
36800-0247	Active ingredient Petrolatum 41%
36800-0248	Active ingredient (in each caplet) Ibuprofen USP, 200 mg (NSAID)* *nonsteroidal anti-inflammatory drug
36800-0249	Active ingredient (in each tablet) Ibuprofen USP, 200 mg (NSAID)* *nonsteroidal anti-inflammatory drug
36800-0253	ACTIVE INGREDIENT ETHYL ALCOHOL 65% (ANTISEPTIC)
36800-0254	ACTIVE INGREDIENT ETHYL ALCOHOL 65% (ANTISEPTIC)
36800-0255	Active ingredient (in each 1.25 mL) Ibuprofen 50 mg (NSAID)* *nonsteroidal anti-inflammatory drug
36800-0256	Active ingredient (in each tablet) Naproxen sodium 220 mg (naproxen 200 mg) (NSAID)* *nonsteroidal anti-inflammatory drug
36800-0258	ACTIVE INGREDIENT ETHYL ALCOHOL 62% PURPOSE ANTISEPTIC
36800-0259	Active ingredient (in each tablet) Aspirin 81 mg (NSAID)* *nonsteroidal anti-inflammatory drug
36800-0262	ACTIVE INGREDIENT ETHYL ALCOHOL 62% PURPOSE ANTISEPTIC
36800-0265	Active ingredients (in each caplet) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Guaifenesin 200 mg Phenylephrine HCl 5 mg
36800-0266	ACTIVE INGREDIENT ETHYL ALCOHOL 62% PURPOSE ANTISEPTIC
36800-0271	Active ingredient (in each tablet) Ranitidine 75 mg (as ranitidine hydrochloride 84 mg)
36800-0272	Active ingredients (in each caplet) Acetaminophen 325 mg Phenylephrine HCl 5 mg
36800-0273	ACTIVE INGREDIENT BENZALKONIUM CHLORIDE 0.13% PURPOSE ANTIBACTERIAL
36800-0274	Active ingredient (in each tablet) Aspirin 81 mg (NSAID)* *nonsteroidal anti-inflammatory drug
36800-0277	Active ingredient (in each tablet) Aspirin 81 mg (NSAID)* *nonsteroidal anti-inflammatory drug
36800-0281	Active Ingredient Pyrithione zince 1%
36800-0282	Active ingredient (in each tablet) Clemastine fumarate, USP 1.34 mg (equivalent to 1 mg clemastine)
36800-0285	Active ingredients / Purpose Sodium fluoride 0.243% ............Anticavity
36800-0288	Active ingredient (in each 5 mL) Guaifenesin, USP 100 mg
36800-0289	Active ingredient (in each 0.8 mL) Acetaminophen 80 mg
36800-0293	Active ingredient Oxymetazoline hydrochloride 0.05%
36800-0296	Active ingredient (in each 10 mL) Dextromethorphan HBr, USP 20 mg Guaifenesin, USP 400 mg Phenylephrine HCl, USP 10 mg
36800-0299	Active ingredient Cetylpyridinium chloride 0.07% Purpose Antigingivitis, Antiplaque
36800-0300	Active ingredient (in each 10 mL) Dextromethorphan HBr, USP 30 mg
36800-0302	Active ingredient (in each 30 mL dose cup) Bismuth subsalicylate 525 mg
36800-0306	Active ingredient (in each dose) (Pouches Only) Polyethylene Glycol 3350, 17 g (in each pouch)
36800-0306	Active ingredient (in each dose) (Bottle Only) Polyethylene Glycol 3350, 17 g (cap filled to line)
36800-0308	Active ingredients (in each caplet) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Guaifenesin 200 mg Phenylephrine HCl 5 mg
36800-0309	Active Ingredient Active ingredient Pyritione zinc 1% purpose Purpose Anti-dandruff
36800-0310	Active ingredient (in each 5 mL tsp) Guaifenesin, USP 100 mg
36800-0311	Active ingredient (in each tablet) Loratadine 10 mg
36800-0318	Active ingredients Eucalyptol 0.092%, Menthol 0.042% Methyl salicylate 0.060%, Thymol 0.064% Purpose Antiginvitis, Antiplaque
36800-0321	Active ingredient (in each chewable tablet) Famotidine 10 mg Calcium carbonate 800 mg Magnesium hydroxide 165 mg
36800-0323	Active ingredient Carboxymethylcellulose sodium 0.5%
36800-0326	Active ingredient Avobenzone 3.0% Octocrylene 10.0%
36800-0328	Active ingredient Phenol 1.4%
36800-0330	Active ingredient Purpose Witch Hazel, 50% v/v...........................................................Astringent
36800-0332	Active ingredient (in each 15 mL Tablespoon) Magnesium hydroxide 1200 mg
36800-0333	ACTIVE INGREDIENT PYRITHIONE ZINC 1% PURPOSE ANTI-DANDRUFF
36800-0335	Active ingredients (in each 30 mL dose cup) Acetaminophen 650 mg Dextromethorphan HBr 30 mg Doxylamine succinate 12.5 mg
36800-0337	Active ingredient (in each 30 mL dose cup) Bismuth subsalicylate 1050 mg
36800-0339	Active ingredient Avobenzone 3.0% Octisalate 5.0% Octocrylene 8.0%
36800-0340	Active ingredients (in each 5 mL teaspoon) Aluminum hydroxide (equiv. to dried gel, USP) 400 mg Magnesium hydroxide 400 mg Simethicone 40 mg
36800-0343	Active ingredient Phenol 1.4%
36800-0344	Active ingredient (in each lozenge) Nicotine polacrilex, 2 mg (nicotine)
36800-0345	Active ingredients (in each capsule) Acetaminophen 325 mg Dextromethorphan hydrobromide 10 mg Doxylamine succinate 6.25 mg Phenylephrine hydrochloride 5 mg
36800-0352	Active ingredient (in each chewing piece) Nicotine polacrilex (equal to 2 mg nicotine)
36800-0353	ACTIVE INGREDIENT OCTYL METHOXYCINNAMATE 2% AVOBENZONE 0.5%
36800-0357	Active ingredients (in each 5 mL teaspoon) Aluminum hydroxide (equiv. to dried gel, USP) 200 mg Magnesium hydroxide 200 mg Simethicone 20 mg
36800-0358	Active ingredient (in each tablet) Chlorpheniramine maleate 4 mg Phenylephrine HCl 10 mg
36800-0359	Active ingredient (in each 10 mL ) Dextromethorphan HBr, USP 20 mg Guaifenesin, USP 200 mg
36800-0360	Active ingredient Avobenzone 2.0% Octisalate 5.0% Octocrylene 4.0% Oxybenzone 3.0%
36800-0361	Active ingredients (in each geltab) Acetaminophen 500 mg Diphenhydramine HCl 25 mg
36800-0366	ACTIVE INGREDIENT TRICLOSAN 0.6% PURPOSE ANTIBACTERIAL
36800-0368	Active ingredient (in each caplet) Naproxen sodium 220 mg (naproxen 200 mg) (NSAID)* *nonsteroidal anti-inflammatory drug
36800-0370	active ingredient Ethyl alcohol 70%
36800-0371	Active ingredient (in each caplet) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Phenylephrine HCl 5 mg
36800-0374	Active ingredients (in each caplet) Acetaminophen 250 mg Aspirin 250 mg (NSAID*) Caffeine 65 mg *nonsteroidal anti-inflammatory drug
36800-0375	Active ingredient (in each lozenge) Nicotine polacrilex, 2 mg (nicotine)
36800-0379	Active ingredient (in each 5 mL)* Diphenhydramine HCl 12.5 mg *5 mL = 1 teaspoon (tsp)
36800-0381	Active ingredients (each gram contains) Purpose Neomycin sulfate 3.5 mg First aid antibiotic Polymyxin B sulfate 10,000 units First aid antibiotic Pramoxine hydrochloride 10 mg External analgesic
36800-0390	Active ingredient Phenylephrine hydrochloride 1.0%
36800-0393	Active ingredient (in each caplet) Acetaminophen 325 mg Chlorpheniramine maleate 2 mg Dextromethorphan HBr 10 mg Phenylephrine HCl 5 mg
36800-0394	Active ingredient (in each suppository) Cocoa butter 85.5% Phenylephrine HCl 0.25% Shark liver oil 3%
36800-0397	Active ingredient (in each 5 mL = 1 teaspoonful) Acetaminophen 160 mg
36800-0400	Active ingredient Mineral oil 14% Petrolatum 71.9% Phenylephrine HCl 0.25% Shark liver oil 3.0%
36800-0401	Active Ingredients Chlorhexidine Gluconate 4% Solution
36800-0402	Active ingredient (in each caplet) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Phenylephrine HCl 5 mg
36800-0403	Active ingredient (in each tablet) Acetaminophen 325 mg
36800-0404	Active ingredient (in each caplet) Acetaminophen 650 mg
36800-0405	Active ingredient (in each tablet) Acetaminophen 500 mg
36800-0407	Active ingredients Benzalkonium chloride 0.13% Camphor 3.0%
36800-0409	Active ingredient (in each tablet) Caffeine 200 mg
36800-0417	Active ingredients (in each caplet) Naproxen sodium 220 mg (naproxen 200 mg) (NSAID)* Pseudoephedrine HCl 120 mg, extended-release *nonsteroidal anti-inflammatory drug
36800-0419	Active ingredient (in each 5 mL) Dextromethorphan HBr 5 mg Guaifenesin 100 mg
36800-0422	Active ingredient (in each chewing piece) Nicotine polacrilex (equal to 4 mg nicotine)
36800-0423	ACTIVE INGREDIENTS (IN EACH CAPLET) Ibuprofen, USP 200 mg (NSAID)* Pseudoephedrine HCl, USP 30 mg *nonsteroidal anti-inflammatory drug
36800-0424	ACTIVE INGREDIENT PYRITHIONE ZINC 1% PURPOSE ANTI-DANDRUFF
36800-0425	Active ingredient (in each tablet) Fexofenadine HCl 60 mg
36800-0426	Active ingredient (in each applicator) Tioconazole 300 mg (6.5%)
36800-0427	ACTIVE INGREDIENT PYRITHIONE ZINC 1% PURPOSE ANTI-DANDRUFF
36800-0428	Active ingredient (in each softgel) Simethicone 125 mg
36800-0429	ACTIVE INGREDIENT PYRITHIONE ZINC 1% PURPOSE ANTI-DANDRUFF
36800-0430	Active ingredient (in each tablet) Acetaminophen 250 mg Aspirin 250 mg (NSAID)* Caffeine 65 mg *nonsteriodal anti-inflammatory drug
36800-0431	Active ingredient (in each caplet) Diphenhydramine HCl 25 mg
36800-0432	Active ingredient (in each tablet) Pseudoephedrine HCl 30 mg
36800-0434	Active ingredients Eucalyptol 0.092% Menthol 0.042% Methyl salicylate 0.060% Thymol 0.064%
36800-0437	Active ingredients (in each caplet) Acetaminophen 500 mg Diphenhydramine HCl 25 mg
36800-0438	Active ingredients (in each caplet) Acetaminophen 500 mg Diphenhydramine HCl 25 mg
36800-0439	Active ingredients (in each caplet) Acetaminophen 500 mg Diphenhydramine HCl 25 mg
36800-0441	Active ingredient (in each tablet) Doxylamine succinate 25 mg
36800-0444	Active ingredient (in each 5 mL, 1 teaspoon) Dextromethorphan HBr, USP 5 mg Phenylephrine HCl, USP 2.5 mg
36800-0445	Active ingredients (in each packet) Acetaminophen 650 mg Diphenhydramine hydrochloride 25 mg Phenylephrine hydrochloride 10 mg
36800-0453	Active ingredients (in each caplet) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Guaifenesin 200 mg Phenylephrine HCl 5 mg
36800-0456	Active ingredient (in each chewing piece) Nicotine polacrilex (equal to 2 mg nicotine)
36800-0458	Active ingredient (in each tablet) Cetirizine HCl 10 mg
36800-0459	Active ingredients (in each 30 mL dose cup) Acetaminophen 650 mg Dextromethorphan HBr 30 mg Doxylamine succinate 12.5 mg
36800-0461	Active ingredient (in each tablet) Ibuprofen 100 mg (NSAID)* *nonsteroidal anti-inflammatory drug
36800-0462	Active ingredient (in each capsule) Diphenhydramine HCl 25 mg
36800-0463	Active ingredient (in each tablet) Chlorpheniramine maleate 4 mg
36800-0464	ACTIVE INGREDIENT ETHYL ALCOHOL 62% PURPOSE ANTISEPTIC
36800-0467	Active ingredient (in each tablet) Aspirin 81 mg (NSAID)* *nonsteroidal anti-inflammatory drug
36800-0468	Active ingredient (in each tablet) Calcium carbonate USP 750mg
36800-0469	Active ingredient (in each tablet) Bismuth subsalicylate 262 mg
36800-0473	Active ingredient (in each 15 ml tablespoon) Dextromethorphan HBr 15 mg
36800-0477	Active ingredient (in each caplet) Calcium polycarbophil 625 mg equivalent to 500 mg polycarbophil
36800-0478	Active ingredient (in each tablet) Calcium carbonate USP 500mg
36800-0479	Active ingredient (in each tablet) Diphenhydramine hydrochloride 25 mg
36800-0481	Active ingredients / Purpose Potassium nitrate 5%....................................................Antihypersensitivity Sodium fluoride 0.24% (0.15% w/v fluoride ion)............Anticavity
36800-0482	Active ingredient Sodium fluoride 0.0219% (o.o1% w/v fluoride ion)
36800-0484	Active ingredient (in each caplet) Acetaminophen 500 mg
36800-0485	Active ingredient (in each tablet) Calcium carbonate USP 500mg
36800-0486	Active ingredient (in each softgel) Docusate sodium 100 mg
36800-0489	Active ingredient (in each tablet) Calcium carbonate USP 750mg
36800-0490	Active ingredient (in each tablet) Naproxen sodium 220 mg (naproxen 200 mg) (NSAID)* *nonsteroidal anti-inflammatory drug
36800-0495	Active ingredient Clotrimazole 1%
36800-0496	Active ingredient (in each caplet) (NIGHT) Acetaminophen 325 mg Chlorpheniramine maleate 2 mg Dextromethorphan HBr 10 mg Phenylephrine HCl 5 mg
36800-0496	Active ingredient (in each caplet) (DAY) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Phenylephrine HCl 5 mg
36800-0498	Active ingredient (in each extended-release tablet) Guaifenesin 600 mg
36800-0499	Active ingredients Mineral oil 14% Petrolatum 74.9% Phenylephrine HCl 0.25%
36800-0503	Active ingredients (in each softgel) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Phenylephrine HCl 5 mg
36800-0506	Active ingredients Purpose Diphenhydramine hydrochloride 2% Topical analgesic Zinc acetate 0.1% Skin protectant
36800-0507	Active ingredient (in each softgel) Diphenhydramine HCl 25 mg
36800-0515	Active ingredient (in each 10 mL) Guaifenesin, USP 200 mg
36800-0516	Active ingredients (in each 10 mL) Dextromethorphan HBr, USP 20 mg Guaifenesin, USP 200 mg Phenylephrine HCl, USP 10 mg
36800-0517	Active ingredient (in each caplet) Ibuprofen 200 mg (NSAID)* *nonsteroidal anti-inflammatory drug
36800-0519	Active ingredients White Petrolatum USP (100%)
36800-0520	Active ingredient (in each capsule) Loperamide HCI 2 mg
36800-0522	Active ingredients (in each 15 mL tablespoon) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Phenylephrine HCl 5 mg
36800-0523	Active ingredient Avobenzone 3.0% Octinoxate, 7.5% Octisalate, 2.0%
36800-0527	ACTIVE INGREDIENT (IN EACH TABLET) Loratadine USP, 10 mg
36800-0528	ACTIVE INGREDIENT (IN EACH TABLET) Loratadine USP, 10 mg
36800-0532	Active ingredient (in each chewing piece) Nicotine polacrilex (equal to 4 mg nicotine)
36800-0538	Active ingredients (in each tablet) Loratadine 10 mg Pseudoephedrine sulfate 240 mg
36800-0539	Active ingredient (in each lozenge) Nicotine polacrilex, 4 mg (nicotine)
36800-0540	Active ingredients (in each packet) Purpose Acetaminophen 650 mg ........................................Pain reliever/Fever reducer Dextromethorphan hydrobromide 20 mg ..............Cough suppressant Phenylephrine hydrochloride 10 mg.......................Nasal decongestant.
36800-0546	Active ingredient (in each chewable tablet) Famotidine 10 mg Calcium carbonate 800 mg Magnesium hydroxide 165 mg
36800-0548	Active ingredients (in each caplet) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Guaifenesin 200 mg Phenylephrine HCl 5 mg
36800-0550	Active ingredient (in each softgel) Simethicone 125 mg
36800-0552	Active ingredient (in each 5 mL) Dextromethorphan polistirex equivalent to 30 mg dextromethorphan hydrobromide, USP
36800-0557	Active ingredient (in each 5 mL = 1 teaspoonful) Acetaminophen 160 mg
36800-0567	Active ingredients for Daytime (in each 15 ml tablespoon) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Phenylephrine HCl 5 mg
36800-0567	Active ingredients (in each 15 mL tablespoon) - Daytime Acetaminophen 325 mg Dextromethorphan HBr 10 mg Phenylephrine HCl 5 mg
36800-0567	Active ingredients (in each 30 mL dose cup) - Nighttime Acetaminophen 650 mg Dextromethorphan HBr 30 mg Doxylamine succinate 12.5 mg
36800-0567	Active ingredients for Nighttime (in each 15 ml tablespoon) Acetaminophen 325 mg Dextromethorphan HBr 15 mg Doxylamine succinate 6.25 mg
36800-0571	Active ingredient (in each tablet) Fexofenadine HCl 180 mg
36800-0578	Active ingredients (in each 10 mL) Dextromethorphan HBr, USP 20 mg Guaifenesin, USP 200 mg
36800-0579	Active ingredient (in each rectal suppository) Acetaminophen 120 mg
36800-0580	Active ingredients for Nighttime (in each softgel) Acetaminophen 325 mg Dextromethorphan HBr 15 mg Doxylamine succinate 6.25 mg
36800-0588	Active ingredients (in each 5 mL = 1 teaspoonful) Aluminum hydroxide (equiv. to dried gel, USP) 400 mg Magnesium hydroxide 400 mg Simethicone 40 mg
36800-0590	Active ingredient (in each 5 mL) Acetaminophen 160 mg
36800-0595	Active ingredient (in each tablet) Calcium carbonate USP 1,000mg
36800-0597	Active ingredients (in each 30 mL dose cup) - Nighttime Acetaminophen 650 mg Dextromethorphan HBr 20 mg Doxylamine succinate 12.5 mg Phenylephrine HCl 10 mg
36800-0597	Active ingredients (in each 15 mL tablespoon) - Daytime Acetaminophen 325 mg Dextromethorphan HBr 10 mg Guaifenesin 200 mg Phenylephrine HCl 5 mg
36800-0602	Active ingredient Active ingredient Magnesium sulfate USP ( Heptahydrate) 100%
36800-0603	Active ingredients (in each 15 mL tablespoon) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Guaifenesin 200 mg Phenylephrine HCl 5 mg
36800-0604	Active ingredient (in each tablet) Ibuprofen 200 mg (NSAID)* *nonsteroidal anti-inflammatory drug
36800-0609	Active ingredient (in each 15 mL tablespoon) Acetaminophen 500 mg Dextromethorphan HBr 15 mg Doxylamine succinate 6.25 mg Pseudoephedrine HCl 30 mg
36800-0610	ACTIVE INGREDIENT SELENIUM SULFIDE 1%
36800-0612	Active ingredient (in each tablet) Loratadine 10 mg
36800-0618	ACTIVE INGREDIENT SELENIUM SULFIDE 1% PURPOSE ANTI-DANDRUFF, ANTI-SEBORRHEIC DERMATITIS
36800-0619	Active ingredient Active ingredient Dimethicone 1.3%
36800-0620	Active ingredient (in each tablet) Meclizine HCl 25 mg
36800-0630	Active ingredient (in each tablet) Dimenhydrinate 50 mg
36800-0645	Active ingredient (in each 7.5 mL) Loperamide HCl 1 mg
36800-0647	Active ingredient (in each caplet) Ibuprofen 200 mg (NSAID)* *nonsteroidal anti-inflammatory drug
36800-0648	Active ingredient Phenylephrine hydrochloride 1%
36800-0656	Active ingredient (in each 15 ml tablespoon) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Phenylephrine HCl 5 mg
36800-0660	Active ingredient (in each 5 mL = 1 teaspoonful) Ibuprofen 100 mg (NSAID)* *nonsteroidal anti-inflammatory drug
36800-0664	Active ingredients Active ingredients Eucalyptol 0.0692% Menthol 0.042% Methyl salicylate 0.060% Thymol 0.064%
36800-0666	Active ingredient (in each 15 mL = 1 tablespoon) Acetaminophen 500 mg Dextromethorphan HBr 15 mg Doxylamine succinate 6.25 mg
