product_ndc	type_name
0268-0189	Human Prescription Drug
0268-0192	Human Prescription Drug
0268-0193	Human Prescription Drug
0268-0196	Human Prescription Drug
0268-0199	Human Prescription Drug
0268-0202	Human Prescription Drug
0268-0205	Human Prescription Drug
0268-0279	Human Prescription Drug
0268-0280	Human Prescription Drug
0268-0281	Human Prescription Drug
0268-0282	Human Prescription Drug
0268-0283	Human Prescription Drug
0268-0284	Human Prescription Drug
0268-0285	Human Prescription Drug
0268-0286	Human Prescription Drug
0268-0287	Human Prescription Drug
0268-0288	Human Prescription Drug
0268-0289	Human Prescription Drug
0268-0290	Human Prescription Drug
0268-0291	Human Prescription Drug
0268-0292	Human Prescription Drug
0268-0293	Human Prescription Drug
0268-1088	Human Prescription Drug
0268-3050	Human Prescription Drug
0268-3051	Human Prescription Drug
0268-3052	Human Prescription Drug
0268-3053	Human Prescription Drug
0268-3054	Human Prescription Drug
0268-3055	Human Prescription Drug
0268-3056	Human Prescription Drug
0268-3057	Human Prescription Drug
0268-3058	Human Prescription Drug
0268-3059	Human Prescription Drug
0268-3060	Human Prescription Drug
0268-3061	Human Prescription Drug
0268-3062	Human Prescription Drug
0268-3063	Human Prescription Drug
0268-3064	Human Prescription Drug
0280-0052	Human OTC Drug
0280-0224	Human OTC Drug
0280-0225	Human OTC Drug
0281-0326	Human Prescription Drug
0281-0365	Human Prescription Drug
0299-3820	Human Prescription Drug
0299-3822	Human Prescription Drug
0299-3836	Human Prescription Drug
0299-3838	Human Prescription Drug
0299-3839	Human Prescription Drug
0299-3847	Human Prescription Drug
0299-3848	Human Prescription Drug
0299-3849	Human Prescription Drug
0299-3925	Human OTC Drug
0299-3928	Human OTC Drug
0299-3930	Human OTC Drug
0299-4500	Human Prescription Drug
0299-5500	Human Prescription Drug
0299-5765	Human Prescription Drug
0299-5770	Human Prescription Drug
0299-5775	Human Prescription Drug
0299-5908	Human Prescription Drug
0299-5910	Human Prescription Drug
0299-5912	Human Prescription Drug
0299-5915	Human Prescription Drug
0299-5918	Human Prescription Drug
0299-5950	Human Prescription Drug
0299-5980	Human Prescription Drug
0299-6100	Human Prescription Drug
0310-0101	Human Prescription Drug
0310-0105	Human Prescription Drug
0310-0107	Human Prescription Drug
0310-0115	Human Prescription Drug
0310-0117	Human Prescription Drug
0310-0130	Human Prescription Drug
0310-0131	Human Prescription Drug
0310-0132	Human Prescription Drug
0310-0133	Human Prescription Drug
0310-0134	Human Prescription Drug
0310-0135	Human Prescription Drug
0310-0141	Human Prescription Drug
0310-0142	Human Prescription Drug
0310-0145	Human Prescription Drug
0310-0201	Human Prescription Drug
0310-0208	Human Prescription Drug
0310-0209	Human Prescription Drug
0310-0210	Human Prescription Drug
0310-0211	Human Prescription Drug
0310-0213	Human Prescription Drug
0310-0271	Human Prescription Drug
0310-0272	Human Prescription Drug
0310-0274	Human Prescription Drug
0310-0275	Human Prescription Drug
0310-0278	Human Prescription Drug
0310-0279	Human Prescription Drug
0310-0280	Human Prescription Drug
0310-0281	Human Prescription Drug
0310-0282	Human Prescription Drug
0310-0283	Human Prescription Drug
0310-0284	Human Prescription Drug
0310-0321	Human Prescription Drug
0310-0325	Human Prescription Drug
0310-0401	Human Prescription Drug
0310-0402	Human Prescription Drug
0310-0411	Human Prescription Drug
0310-0412	Human Prescription Drug
0310-0482	Human Prescription Drug
0310-0720	Human Prescription Drug
0310-0751	Human Prescription Drug
0310-0752	Human Prescription Drug
0310-0754	Human Prescription Drug
0310-0755	Human Prescription Drug
0310-1087	Human Prescription Drug
0310-1095	Human Prescription Drug
0310-1097	Human Prescription Drug
0310-7810	Human Prescription Drug
0310-7820	Human Prescription Drug
0310-7830	Human Prescription Drug
0310-7840	Human Prescription Drug
0316-0186	Human Prescription Drug
0338-0003	Human Prescription Drug
0338-0004	Human Prescription Drug
0338-0013	Human Prescription Drug
0338-0017	Human Prescription Drug
0338-0023	Human Prescription Drug
0338-0031	Human Prescription Drug
0338-0043	Human Prescription Drug
0338-0047	Human Prescription Drug
0338-0048	Human Prescription Drug
0338-0049	Human Prescription Drug
0338-0050	Human Prescription Drug
0338-0051	Human Prescription Drug
0338-0054	Human Prescription Drug
0338-0056	Human Prescription Drug
0338-0073	Human Prescription Drug
0338-0077	Human Prescription Drug
0338-0081	Human Prescription Drug
0338-0085	Human Prescription Drug
0338-0089	Human Prescription Drug
0338-0095	Human Prescription Drug
0338-0104	Human Prescription Drug
0338-0105	Human Prescription Drug
0338-0114	Human Prescription Drug
0338-0117	Human Prescription Drug
0338-0118	Human Prescription Drug
0338-0125	Human Prescription Drug
0338-0129	Human Prescription Drug
0338-0137	Human Prescription Drug
0338-0143	Human Prescription Drug
0338-0190	Human Prescription Drug
0338-0289	Human Prescription Drug
0338-0295	Human Prescription Drug
0338-0341	Human Prescription Drug
0338-0351	Human Prescription Drug
0338-0353	Human Prescription Drug
0338-0355	Human Prescription Drug
0338-0357	Human Prescription Drug
0338-0409	Human Prescription Drug
0338-0411	Human Prescription Drug
0338-0431	Human Prescription Drug
0338-0433	Human Prescription Drug
0338-0439	Human Prescription Drug
0338-0441	Human Prescription Drug
0338-0499	Human Prescription Drug
0338-0501	Human Prescription Drug
0338-0502	Human Prescription Drug
0338-0503	Human Prescription Drug
0338-0505	Human Prescription Drug
0338-0507	Human Prescription Drug
0338-0509	Human Prescription Drug
0338-0511	Human Prescription Drug
0338-0519	Human Prescription Drug
0338-0520	Human Prescription Drug
0338-0549	Human Prescription Drug
0338-0550	Human Prescription Drug
0338-0551	Human Prescription Drug
0338-0552	Human Prescription Drug
0338-0553	Human Prescription Drug
0338-0603	Human Prescription Drug
0338-0605	Human Prescription Drug
0338-0607	Human Prescription Drug
0338-0644	Human Prescription Drug
0338-0656	Human Prescription Drug
0338-0661	Human Prescription Drug
0338-0663	Human Prescription Drug
0338-0665	Human Prescription Drug
0338-0667	Human Prescription Drug
0338-0669	Human Prescription Drug
0338-0671	Human Prescription Drug
0338-0673	Human Prescription Drug
0338-0675	Human Prescription Drug
0338-0681	Human Prescription Drug
0338-0683	Human Prescription Drug
0338-0685	Human Prescription Drug
0338-0687	Human Prescription Drug
0338-0691	Human Prescription Drug
0338-0695	Human Prescription Drug
0338-0703	Human Prescription Drug
0338-0704	Human Prescription Drug
0338-0705	Human Prescription Drug
0338-0707	Human Prescription Drug
0338-0709	Human Prescription Drug
0338-0711	Human Prescription Drug
0338-0713	Human Prescription Drug
0338-0715	Human Prescription Drug
0338-0717	Human Prescription Drug
0338-0719	Human Prescription Drug
0338-0803	Human Prescription Drug
0338-0807	Human Prescription Drug
0338-0811	Human Prescription Drug
0338-0815	Human Prescription Drug
0338-1005	Human Prescription Drug
0338-1007	Human Prescription Drug
0338-1009	Human Prescription Drug
0338-1013	Human Prescription Drug
0338-1015	Human Prescription Drug
0338-1017	Human Prescription Drug
0338-1019	Human Prescription Drug
0338-1021	Human Prescription Drug
0338-1023	Human Prescription Drug
0338-1025	Human Prescription Drug
0338-1047	Human Prescription Drug
0338-1049	Human Prescription Drug
0338-1051	Human Prescription Drug
0338-1055	Human Prescription Drug
0338-1071	Human Prescription Drug
0338-1073	Human Prescription Drug
0338-1075	Human Prescription Drug
0338-1077	Human Prescription Drug
0338-1083	Human Prescription Drug
0338-1089	Human Prescription Drug
0338-1091	Human Prescription Drug
0338-1093	Human Prescription Drug
0338-1095	Human Prescription Drug
0338-1099	Human Prescription Drug
0338-1101	Human Prescription Drug
0338-1103	Human Prescription Drug
0338-1107	Human Prescription Drug
0338-1109	Human Prescription Drug
0338-1113	Human Prescription Drug
0338-1115	Human Prescription Drug
0338-1119	Human Prescription Drug
0338-1123	Human Prescription Drug
0338-1125	Human Prescription Drug
0338-1127	Human Prescription Drug
0338-1130	Human Prescription Drug
0338-1131	Human Prescription Drug
0338-1132	Human Prescription Drug
0338-1133	Human Prescription Drug
0338-1134	Human Prescription Drug
0338-1135	Human Prescription Drug
0338-1136	Human Prescription Drug
0338-1137	Human Prescription Drug
0338-1138	Human Prescription Drug
0338-1139	Human Prescription Drug
0338-1142	Human Prescription Drug
0338-1143	Human Prescription Drug
0338-1144	Human Prescription Drug
0338-1145	Human Prescription Drug
0338-1146	Human Prescription Drug
0338-1147	Human Prescription Drug
0338-1148	Human Prescription Drug
0338-1149	Human Prescription Drug
0338-1301	Human Prescription Drug
0338-1305	Human Prescription Drug
0338-1452	Human Prescription Drug
0338-3503	Human Prescription Drug
0338-3551	Human Prescription Drug
0338-3552	Human Prescription Drug
0338-3580	Human Prescription Drug
0338-3991	Human Prescription Drug
0338-3993	Human Prescription Drug
0338-5002	Human Prescription Drug
0338-5003	Human Prescription Drug
0338-5197	Human Prescription Drug
0338-6010	Human Prescription Drug
0338-6011	Human Prescription Drug
0338-6045	Human Prescription Drug
0338-6046	Human Prescription Drug
0338-6304	Human Prescription Drug
0338-6307	Human Prescription Drug
0338-6308	Human Prescription Drug
0338-6346	Human Prescription Drug
0338-6347	Human Prescription Drug
0338-9540	Human Prescription Drug
0338-9542	Human Prescription Drug
0363-0002	Human OTC Drug
0363-0003	Human OTC Drug
0363-0004	Human OTC Drug
0363-0005	Human OTC Drug
0363-0006	Human OTC Drug
0363-0008	Human OTC Drug
0363-0013	Human OTC Drug
0363-0031	Human OTC Drug
0363-0054	Human OTC Drug
0363-0065	Human OTC Drug
0363-0067	Human OTC Drug
0363-0069	Human OTC Drug
0363-0096	Human OTC Drug
0363-0113	Human OTC Drug
0363-0131	Human OTC Drug
0363-0132	Human OTC Drug
0363-0168	Human OTC Drug
0363-0169	Human OTC Drug
0363-0173	Human OTC Drug
0363-0178	Human OTC Drug
0363-0224	Human OTC Drug
0363-0281	Human OTC Drug
0363-0299	Human OTC Drug
0363-0310	Human OTC Drug
0363-0338	Human OTC Drug
0363-0378	Human OTC Drug
0363-0430	Human OTC Drug
0363-0456	Human OTC Drug
0363-0485	Human OTC Drug
0363-0527	Human OTC Drug
0363-0536	Human OTC Drug
0363-0548	Human OTC Drug
0363-0555	Human OTC Drug
0363-0591	Human OTC Drug
0363-0603	Human OTC Drug
0363-0884	Human OTC Drug
0363-0955	Human OTC Drug
0363-0998	Human OTC Drug
0372-0004	Human OTC Drug
0372-0006	Human OTC Drug
0378-0001	Human Prescription Drug
0378-0014	Human Prescription Drug
0378-0018	Human Prescription Drug
0378-0023	Human Prescription Drug
0378-0027	Human Prescription Drug
0378-0028	Human Prescription Drug
0378-0030	Human Prescription Drug
0378-0032	Human Prescription Drug
0378-0040	Human Prescription Drug
0378-0042	Human Prescription Drug
0378-0045	Human Prescription Drug
0378-0047	Human Prescription Drug
0378-0048	Human Prescription Drug
0378-0052	Human Prescription Drug
0378-0053	Human Prescription Drug
0378-0055	Human Prescription Drug
0378-0060	Human Prescription Drug
0378-0069	Human Prescription Drug
0378-0070	Human Prescription Drug
0378-0072	Human Prescription Drug
0378-0073	Human Prescription Drug
0378-0076	Human Prescription Drug
0378-0078	Human Prescription Drug
0378-0080	Human Prescription Drug
0378-0081	Human Prescription Drug
0378-0083	Human Prescription Drug
0378-0084	Human Prescription Drug
0378-0085	Human Prescription Drug
0378-0086	Human Prescription Drug
0378-0087	Human Prescription Drug
0378-0088	Human Prescription Drug
0378-0092	Human Prescription Drug
0378-0093	Human Prescription Drug
0378-0094	Human Prescription Drug
0378-0127	Human Prescription Drug
0378-0130	Human Prescription Drug
0378-0135	Human Prescription Drug
0378-0137	Human Prescription Drug
0378-0141	Human Prescription Drug
0378-0143	Human Prescription Drug
0378-0144	Human Prescription Drug
0378-0145	Human Prescription Drug
0378-0147	Human Prescription Drug
0378-0148	Human Prescription Drug
0378-0150	Human Prescription Drug
0378-0152	Human Prescription Drug
0378-0156	Human Prescription Drug
0378-0160	Human Prescription Drug
0378-0162	Human Prescription Drug
0378-0167	Human Prescription Drug
0378-0181	Human Prescription Drug
0378-0182	Human Prescription Drug
0378-0183	Human Prescription Drug
0378-0184	Human Prescription Drug
0378-0185	Human Prescription Drug
0378-0186	Human Prescription Drug
0378-0187	Human Prescription Drug
0378-0197	Human Prescription Drug
0378-0199	Human Prescription Drug
0378-0208	Human Prescription Drug
0378-0210	Human Prescription Drug
0378-0211	Human Prescription Drug
0378-0213	Human Prescription Drug
0378-0214	Human Prescription Drug
0378-0215	Human Prescription Drug
0378-0216	Human Prescription Drug
0378-0217	Human Prescription Drug
0378-0218	Human Prescription Drug
0378-0221	Human Prescription Drug
0378-0222	Human Prescription Drug
0378-0228	Human Prescription Drug
0378-0231	Human Prescription Drug
0378-0232	Human Prescription Drug
0378-0243	Human Prescription Drug
0378-0253	Human Prescription Drug
0378-0255	Human Prescription Drug
0378-0257	Human Prescription Drug
0378-0261	Human Prescription Drug
0378-0271	Human Prescription Drug
0378-0274	Human Prescription Drug
0378-0277	Human Prescription Drug
0378-0302	Human Prescription Drug
0378-0313	Human Prescription Drug
0378-0315	Human Prescription Drug
0378-0317	Human Prescription Drug
0378-0318	Human Prescription Drug
0378-0327	Human Prescription Drug
0378-0330	Human Prescription Drug
0378-0334	Human Prescription Drug
0378-0335	Human Prescription Drug
0378-0344	Human Prescription Drug
0378-0345	Human Prescription Drug
0378-0347	Human Prescription Drug
0378-0351	Human Prescription Drug
0378-0353	Human Prescription Drug
0378-0355	Human Prescription Drug
0378-0357	Human Prescription Drug
0378-0360	Human Prescription Drug
0378-0372	Human Prescription Drug
0378-0373	Human Prescription Drug
0378-0374	Human Prescription Drug
0378-0390	Human Prescription Drug
0378-0407	Human Prescription Drug
0378-0412	Human Prescription Drug
0378-0414	Human Prescription Drug
0378-0415	Human Prescription Drug
0378-0421	Human Prescription Drug
0378-0424	Human Prescription Drug
0378-0427	Human Prescription Drug
0378-0434	Human Prescription Drug
0378-0437	Human Prescription Drug
0378-0441	Human Prescription Drug
0378-0442	Human Prescription Drug
0378-0443	Human Prescription Drug
