NDC Description	NDC	NADAC Per Unit	Effective Date	Pricing Unit	Pharmacy Type Indicator	OTC	Explanation Code	Classification for Rate Setting	Corresponding Generic Drug NADAC Per Unit	Corresponding Generic Drug Effective Date
CYCLOBENZAPRINE 5 MG TABLET	31722028201	0.04728	06/17/2015	EA	C/I	N	1	G			
CYCLOBENZAPRINE 5 MG TABLET	51991046701	0.04728	06/17/2015	EA	C/I	N	1	G			
CYCLOBENZAPRINE 5 MG TABLET	59746021106	0.04728	06/17/2015	EA	C/I	N	1	G			
CYCLOBENZAPRINE 5 MG TABLET	59746021110	0.04728	06/17/2015	EA	C/I	N	1	G			
CYCLOBENZAPRINE 5 MG TABLET	65862019001	0.04728	06/17/2015	EA	C/I	N	1	G			
CYCLOBENZAPRINE 5 MG TABLET	68084075321	0.04728	06/17/2015	EA	C/I	N	1	G			
CYCLOBENZAPRINE 5 MG TABLET	68645044970	0.04728	06/17/2015	EA	C/I	N	1	G			
CYCLOBENZAPRINE 5 MG TABLET	68645044990	0.04728	06/17/2015	EA	C/I	N	1	G			
CYCLOGYL 1% EYE DROPS	00065039605	7.46120	01/08/2015	ML	C/I	N	"4, 5, 6"	B-ANDA			
CYCLOPENTOLATE 1% EYE DROPS	17478010012	1.51729	06/17/2015	ML	C/I	N	"1, 5"	G			
CYCLOPENTOLATE 1% EYE DROPS	24208073506	1.51729	06/17/2015	ML	C/I	N	"1, 5"	G			
CYCLOPENTOLATE 1% EYE DROPS	61314039603	1.51729	06/17/2015	ML	C/I	N	"1, 5"	G			
CYCLOPENTOLATE 1% EYE DROPS	17478010002	5.06167	06/17/2015	ML	C/I	N	"1, 5"	G			
CYCLOPENTOLATE 1% EYE DROPS	24208073501	5.06167	06/17/2015	ML	C/I	N	"1, 5"	G			
CYCLOPENTOLATE 1% EYE DROPS	61314039601	5.06167	06/17/2015	ML	C/I	N	"1, 5"	G			
CYCLOPHOSPHAMIDE 50 MG CAPSULE	00054038325	9.55081	05/20/2015	EA	C/I	N	"4, 6"	G			
CYCLOPHOSPHAMIDE 50 MG TABLET	00054413025	2.79547	09/17/2014	EA	C/I	N	4	G			
CYCLOSET 0.8 MG TABLET	68012025820	2.96116	03/07/2015	EA	C/I	N	2	B			
CYCLOSPORINE 100 MG CAPSULE	60505013400	7.45039	06/17/2015	EA	C/I	N	1	G			
CYCLOSPORINE 100 MG/ML SOLN	00172731320	2.93120	02/18/2015	ML	C/I	N	"4, 5"	G			
CYCLOSPORINE 100 MG/ML SOLN	60505035401	2.93120	02/18/2015	ML	C/I	N	"4, 5"	G			
CYCLOSPORINE 25 MG CAPSULE	60505013300	1.58079	06/17/2015	EA	C/I	N	1	G			
CYCLOSPORINE MODIFIED 100 MG	00172731200	2.41527	06/17/2015	EA	C/I	N	1	G			
CYCLOSPORINE MODIFIED 100 MG	00172731246	2.41527	06/17/2015	EA	C/I	N	1	G			
CYCLOSPORINE MODIFIED 100 MG	00185093330	2.41527	06/17/2015	EA	C/I	N	1	G			
CYCLOSPORINE MODIFIED 100 MG	00591222315	2.41527	06/17/2015	EA	C/I	N	1	G			
CYCLOSPORINE MODIFIED 25 MG	00172731000	0.70877	06/17/2015	EA	C/I	N	1	G			
CYCLOSPORINE MODIFIED 25 MG	00172731046	0.70877	06/17/2015	EA	C/I	N	1	G			
CYCLOSPORINE MODIFIED 25 MG	00185093230	0.70877	06/17/2015	EA	C/I	N	1	G			
CYCLOSPORINE MODIFIED 25 MG	00591222215	0.70877	06/17/2015	EA	C/I	N	1	G			
CYCLOSPORINE MODIFIED 50 MG	00172731100	1.15039	06/17/2015	EA	C/I	N	1	G			
CYCLOSPORINE MODIFIED 50 MG	00172731146	1.15039	06/17/2015	EA	C/I	N	1	G			
CYMBALTA 30 MG CAPSULE	00002324001	7.09674	06/17/2015	EA	C/I	N	1	B	0.78054	06/17/2015	
CYMBALTA 30 MG CAPSULE	00002324030	7.09674	06/17/2015	EA	C/I	N	1	B	0.78054	06/17/2015	
CYMBALTA 30 MG CAPSULE	00002324033	7.09674	06/17/2015	EA	C/I	N	1	B	0.78054	06/17/2015	
CYMBALTA 30 MG CAPSULE	00002324090	7.09674	06/17/2015	EA	C/I	N	1	B	0.78054	06/17/2015	
CYMBALTA 60 MG CAPSULE	00002327001	7.04719	06/17/2015	EA	C/I	N	1	B	0.70743	06/17/2015	
CYMBALTA 60 MG CAPSULE	00002327004	7.04719	06/17/2015	EA	C/I	N	1	B	0.70743	06/17/2015	
CYMBALTA 60 MG CAPSULE	00002327030	7.04719	06/17/2015	EA	C/I	N	1	B	0.70743	06/17/2015	
CYMBALTA 60 MG CAPSULE	00002327033	7.04719	06/17/2015	EA	C/I	N	1	B	0.70743	06/17/2015	
CYPROHEPTADINE 2 MG/5 ML SYRUP	00472140016	0.09210	06/17/2015	ML	C/I	N	"1, 5"	G			
CYPROHEPTADINE 2 MG/5 ML SYRUP	64980050448	0.09210	06/17/2015	ML	C/I	N	"1, 5"	G			
CYPROHEPTADINE 4 MG TABLET	00093292901	0.52803	06/17/2015	EA	C/I	N	1	G			
CYPROHEPTADINE 4 MG TABLET	00093292910	0.52803	06/17/2015	EA	C/I	N	1	G			
CYPROHEPTADINE 4 MG TABLET	51991083801	0.52803	06/17/2015	EA	C/I	N	1	G			
CYPROHEPTADINE 4 MG TABLET	51991083810	0.52803	06/17/2015	EA	C/I	N	1	G			
CYTOMEL 25 MCG TABLET	60793011601	1.53717	06/01/2015	EA	C/I	N	2	B	0.75557	06/17/2015	
CYTOMEL 5 MCG TABLET	60793011501	1.17409	06/01/2015	EA	C/I	N	2	B	0.51910	06/17/2015	
CYTOMEL 50 MCG TABLET	60793011701	2.35749	06/01/2015	EA	C/I	N	4	B	1.12754	06/17/2015	
D-AMPHETAMINE ER 10 MG CAPSULE	00406896101	4.00341	06/17/2015	EA	C/I	N	1	G			
D-AMPHETAMINE ER 10 MG CAPSULE	00555095502	4.00341	06/17/2015	EA	C/I	N	1	G			
D-AMPHETAMINE ER 10 MG CAPSULE	45963030409	4.00341	06/17/2015	EA	C/I	N	1	G			
D-AMPHETAMINE ER 10 MG CAPSULE	54505032809	4.00341	06/17/2015	EA	C/I	N	"1, 6"	G			
D-AMPHETAMINE ER 10 MG CAPSULE	64720032809	4.00341	06/17/2015	EA	C/I	N	"1, 6"	G			
D-AMPHETAMINE ER 15 MG CAPSULE	00406896201	4.35327	06/17/2015	EA	C/I	N	1	G			
D-AMPHETAMINE ER 15 MG CAPSULE	00555095602	4.35327	06/17/2015	EA	C/I	N	1	G			
D-AMPHETAMINE ER 15 MG CAPSULE	45963030509	4.35327	06/17/2015	EA	C/I	N	1	G			
D-AMPHETAMINE ER 15 MG CAPSULE	54505032909	4.35327	06/17/2015	EA	C/I	N	"1, 6"	G			
D-AMPHETAMINE ER 15 MG CAPSULE	64720032909	4.35327	06/17/2015	EA	C/I	N	"1, 6"	G			
D-AMPHETAMINE ER 5 MG CAPSULE	00406896001	2.70994	05/20/2015	EA	C/I	N	4	G			
D-AMPHETAMINE ER 5 MG CAPSULE	00555095402	2.70994	05/20/2015	EA	C/I	N	4	G			
D-AMPHETAMINE ER 5 MG CAPSULE	45963030309	2.70994	05/20/2015	EA	C/I	N	4	G			
D-AMPHETAMINE ER 5 MG CAPSULE	54505032709	2.70994	05/20/2015	EA	C/I	N	"4, 6"	G			
D-AMPHETAMINE ER 5 MG CAPSULE	64720032709	2.70994	05/20/2015	EA	C/I	N	"4, 6"	G			
DALIRESP 500 MCG TABLET	00456009530	8.31761	01/05/2015	EA	C/I	N	2	B			
DALIRESP 500 MCG TABLET	00456009563	8.31761	01/05/2015	EA	C/I	N	2	B			
DALIRESP 500 MCG TABLET	00456009590	8.31761	01/05/2015	EA	C/I	N	2	B			
DANAZOL 200 MG CAPSULE	00527136901	2.89641	05/20/2015	EA	C/I	N	4	G			
DANAZOL 200 MG CAPSULE	00527136906	2.89641	05/20/2015	EA	C/I	N	4	G			
DANAZOL 200 MG CAPSULE	00555063502	2.89641	05/20/2015	EA	C/I	N	4	G			
DANAZOL 200 MG CAPSULE	00555063509	2.89641	05/20/2015	EA	C/I	N	4	G			
DANTROLENE SODIUM 100 MG CAP	00115443301	1.55440	05/20/2015	EA	C/I	N	4	G			
DANTROLENE SODIUM 25 MG CAP	00115441101	0.83761	06/17/2015	EA	C/I	N	1	G			
DANTROLENE SODIUM 25 MG CAP	00115441103	0.83761	06/17/2015	EA	C/I	N	1	G			
DANTROLENE SODIUM 25 MG CAP	42023014401	0.83761	06/17/2015	EA	C/I	N	"1, 6"	G			
DANTROLENE SODIUM 25 MG CAP	68084030011	0.83761	06/17/2015	EA	C/I	N	1	G			
DANTROLENE SODIUM 25 MG CAP	68084030021	0.83761	06/17/2015	EA	C/I	N	1	G			
DANTROLENE SODIUM 50 MG CAP	00115442201	1.30076	06/17/2015	EA	C/I	N	1	G			
DANTROLENE SODIUM 50 MG CAP	42023014501	1.30076	06/17/2015	EA	C/I	N	"1, 6"	G			
DAPSONE 100 MG TABLET	49938010130	1.04334	06/17/2015	EA	C/I	N	1	G			
DAPSONE 25 MG TABLET	49938010230	0.85098	06/17/2015	EA	C/I	N	1	G			
DARAPRIM 25 MG TABLET	52054033010	13.03078	04/22/2015	EA	C/I	N	4	B			
DASETTA 1-35-28 TABLET	16714034801	0.47992	06/17/2015	EA	C/I	N	1	G			
DASETTA 1-35-28 TABLET	16714034804	0.47992	06/17/2015	EA	C/I	N	1	G			
DASETTA 7/7/7-28 TABLET	16714034601	0.52005	06/17/2015	EA	C/I	N	1	G			
DASETTA 7/7/7-28 TABLET	16714034604	0.52005	06/17/2015	EA	C/I	N	1	G			
DAY TIME COLD-FLU RLF SOFTGEL	00904576344	0.12069	05/20/2015	EA	C/I	Y	4	G			
DAY TIME COLD-FLU SOFTGEL	46122018473	0.12069	05/20/2015	EA	C/I	Y	4	G			
DAY TIME LIQUID CAPSULE	24385003653	0.12069	05/20/2015	EA	C/I	Y	4	G			
DAYHIST ALLERGY 1.34 MG TABLET	24385018351	0.26727	06/17/2015	EA	C/I	Y	1	G			
DAYHIST ALLERGY 1.34 MG TABLET	36800028251	0.26727	06/17/2015	EA	C/I	Y	1	G			
DAYPRO 600 MG CAPLET	00025138131	4.86460	06/01/2015	EA	C/I	N	4	B	2.08681	06/17/2015	
DAYSEE 0.15-0.03-0.01 MG TAB	68180084611	1.85522	06/17/2015	EA	C/I	N	1	G			
DAYSEE 0.15-0.03-0.01 MG TAB	68180084613	1.85522	06/17/2015	EA	C/I	N	1	G			
DAYTIME COLD & FLU RLF SOFTGEL	36800021553	0.12069	05/20/2015	EA	C/I	Y	4	G			
DAYTIME COLD & FLU RLF SOFTGEL	36800021560	0.12069	05/20/2015	EA	C/I	Y	4	G			
DAYTRANA 10 MG/9 HR PATCH	68968555203	9.01192	06/05/2015	EA	C/I	N	3	B			
DAYTRANA 15 MG/9 HR PATCH	68968555303	9.01828	06/05/2015	EA	C/I	N	3	B			
DAYTRANA 20 MG/9 HOUR PATCH	68968555403	8.95787	06/05/2015	EA	C/I	N	3	B			
DAYTRANA 30 MG/9 HOUR PATCH	68968555503	8.95970	06/05/2015	EA	C/I	N	3	B			
DDAVP 0.01% NASAL SPRAY	00075245201	75.69600	02/11/2015	ML	C/I	N	"4, 5"	B	26.38889	03/18/2015	
DEBLITANE 0.35 MG TABLET	16714044001	0.48457	06/17/2015	EA	C/I	N	1	G			
DEBLITANE 0.35 MG TABLET	16714044004	0.48457	06/17/2015	EA	C/I	N	1	G			
DECONEX DMX TABLET	50991073060	0.67356	06/17/2015	EA	C/I	Y	1	G			
DECONEX IR TABLET	50991071660	0.64357	06/17/2015	EA	C/I	Y	1	G			
DELESTROGEN 20 MG/ML VIAL	42023011101	33.04600	12/17/2014	ML	C/I	N	"4, 5"	B	22.64500	04/22/2015	
DELSYM 30 MG/5 ML SUSPENSION	63824017165	0.07202	06/17/2015	ML	C/I	Y	"1, 5"	B			
DELSYM 30 MG/5 ML SUSPENSION	63824017265	0.07202	06/17/2015	ML	C/I	Y	"1, 5"	B			
DELSYM 30 MG/5 ML SUSPENSION	63824017565	0.07202	06/17/2015	ML	C/I	Y	"1, 5"	B			
DELSYM 30 MG/5 ML SUSPENSION	63824017665	0.07202	06/17/2015	ML	C/I	Y	"1, 5"	B			
DELSYM 30 MG/5 ML SUSPENSION	63824017563	0.08463	03/18/2015	ML	C/I	Y	"2, 5"	B	0.05628	06/17/2015	
DELSYM 30 MG/5 ML SUSPENSION	63824017663	0.08463	03/18/2015	ML	C/I	Y	"2, 5"	B	0.05628	06/17/2015	
DELSYM 30 MG/5 ML SUSPENSION	63824017163	0.08588	06/17/2015	ML	C/I	Y	"1, 5"	B			
DELSYM 30 MG/5 ML SUSPENSION	63824017263	0.08588	06/17/2015	ML	C/I	Y	"1, 5"	B			
DELSYM COUGH+CHEST CNGST DM LQ	63824021366	0.04579	02/18/2015	ML	C/I	Y	"2, 5, 6"	B			
DELSYM COUGH+COLD DAYTIME LIQ	63824021566	0.04950	06/17/2015	ML	C/I	Y	"1, 5, 6"	B			
DELSYM COUGH+COLD NIGHTTIME LQ	63824021166	0.04960	03/18/2015	ML	C/I	Y	"2, 5, 6"	B			
DELSYM COUGH+SOOTH ACTION LOZ	63824016016	0.32236	12/17/2014	EA	C/I	Y	"4, 6"	B			
DELSYM COUGH+SOOTH ACTION LOZ	63824016116	0.32236	12/17/2014	EA	C/I	Y	"4, 6"	B			
DELSYM COUGH+SOOTH ACTION LOZ	63824016316	0.32236	12/17/2014	EA	C/I	Y	"4, 6"	B			
DELSYM COUGH+SOOTH ACTION LOZ	63824016416	0.32236	12/17/2014	EA	C/I	Y	"4, 6"	B			
DELYLA-28 TABLET	51660057286	0.45496	06/17/2015	EA	C/I	N	1	G			
DELZICOL DR 400 MG CAPSULE	00430075327	2.64995	01/05/2015	EA	C/I	N	2	B			
DEMECLOCYCLINE 150 MG TABLET	00115211101	4.81376	02/18/2015	EA	C/I	N	4	G			
DEMECLOCYCLINE 150 MG TABLET	00555070102	4.81376	02/18/2015	EA	C/I	N	4	G			
DEMECLOCYCLINE 150 MG TABLET	61748011501	4.81376	02/18/2015	EA	C/I	N	4	G			
DEMECLOCYCLINE 150 MG TABLET	62584015901	4.81376	02/18/2015	EA	C/I	N	4	G			
DEMECLOCYCLINE 150 MG TABLET	62584015911	4.81376	02/18/2015	EA	C/I	N	4	G			
DEMECLOCYCLINE 150 MG TABLET	65162055410	4.81376	02/18/2015	EA	C/I	N	4	G			
DEMECLOCYCLINE 300 MG TABLET	00115212214	9.69636	03/18/2015	EA	C/I	N	4	G			
DEMECLOCYCLINE 300 MG TABLET	00555070284	9.69636	03/18/2015	EA	C/I	N	4	G			
DEMECLOCYCLINE 300 MG TABLET	61748011348	9.69636	03/18/2015	EA	C/I	N	4	G			
DEMECLOCYCLINE 300 MG TABLET	62584016311	9.69636	03/18/2015	EA	C/I	N	4	G			
DEMECLOCYCLINE 300 MG TABLET	62584016365	9.69636	03/18/2015	EA	C/I	N	4	G			
DEMECLOCYCLINE 300 MG TABLET	65162055548	9.69636	03/18/2015	EA	C/I	N	4	G			
DEMEROL 100 MG/ML AMPUL	00409125601	2.73680	01/21/2015	ML	C/I	N	"2, 5"	B			
DEMEROL 50 MG/ML AMPUL	00409125301	2.75808	06/18/2014	ML	C/I	N	"4, 5"	B			
DENAVIR 1% CREAM	40076062405	130.78971	01/01/2015	GM	C/I	N	"2, 5"	B			
DENAVIR 1% CREAM	50816062405	130.78971	01/01/2015	GM	C/I	N	"2, 5"	B			
DENTA 5000 PLUS CREAM	64980030650	0.06466	06/17/2015	GM	C/I	N	"1, 5"	G			
DENTA 5000 PLUS CREAM	64980030550	0.07067	06/17/2015	GM	C/I	N	"1, 5"	G			
DENTAGEL 1.1% GEL	64980030760	0.06287	06/17/2015	GM	C/I	N	"1, 5"	G			
DEPAKENE 250 MG/5 ML SOLUTION	00074568216	0.85755	12/31/2014	ML	C/I	N	"4, 5"	B			
DEPAKOTE 125 MG SPRINKLE CAP	00074611411	1.37203	12/31/2014	EA	C/I	N	2	B	0.69977	06/17/2015	
DEPAKOTE 125 MG SPRINKLE CAP	00074611413	1.37203	12/31/2014	EA	C/I	N	2	B	0.69977	06/17/2015	
DEPAKOTE DR 125 MG TABLET	00074621213	1.43199	12/31/2014	EA	C/I	N	4	B	0.05961	06/17/2015	
DEPAKOTE DR 250 MG TABLET	00074621413	2.86511	12/31/2014	EA	C/I	N	2	B	0.14512	06/17/2015	
DEPAKOTE DR 250 MG TABLET	00074621453	2.86511	12/31/2014	EA	C/I	N	2	B	0.14512	06/17/2015	
DEPAKOTE DR 500 MG TABLET	00074621513	5.21227	12/31/2014	EA	C/I	N	2	B	0.22092	06/17/2015	
DEPAKOTE DR 500 MG TABLET	00074621553	5.21227	12/31/2014	EA	C/I	N	2	B	0.22092	06/17/2015	
DEPAKOTE ER 250 MG TABLET	00074382611	2.57092	12/31/2014	EA	C/I	N	2	B	1.33778	06/17/2015	
DEPAKOTE ER 250 MG TABLET	00074382613	2.57092	12/31/2014	EA	C/I	N	2	B	1.33778	06/17/2015	
DEPAKOTE ER 500 MG TABLET	00074712611	4.50069	12/31/2014	EA	C/I	N	2	B	1.52149	06/17/2015	
DEPAKOTE ER 500 MG TABLET	00074712613	4.50069	12/31/2014	EA	C/I	N	2	B	1.52149	06/17/2015	
DEPAKOTE ER 500 MG TABLET	00074712653	4.50069	12/31/2014	EA	C/I	N	2	B	1.52149	06/17/2015	
DEPO-ESTRADIOL 5 MG/ML VIAL	00009027101	13.04494	06/01/2015	ML	C/I	N	"2, 5"	B-ANDA			
DEPO-MEDROL 40 MG/ML VIAL	00009028003	5.45739	06/01/2015	ML	C/I	N	"4, 5"	B			
DEPO-MEDROL 40 MG/ML VIAL	00009307301	6.49286	04/22/2015	ML	C/I	N	"4, 5"	B			
DEPO-MEDROL 40 MG/ML VIAL	00009307322	6.49286	04/22/2015	ML	C/I	N	"4, 5"	B			
DEPO-MEDROL 80 MG/ML VIAL	00009347501	9.46000	11/19/2014	ML	C/I	N	"4, 5"	B	6.49333	04/22/2015	
DEPO-MEDROL 80 MG/ML VIAL	00009347522	9.46000	11/19/2014	ML	C/I	N	"4, 5"	B	6.49333	04/22/2015	
DEPO-MEDROL 80 MG/ML VIAL	00009030602	10.42535	06/01/2015	ML	C/I	N	"4, 5"	B	6.79920	04/22/2015	
DEPO-PROVERA 150 MG/ML SYRINGE	00009737611	134.02594	01/01/2015	ML	C/I	N	"4, 5"	B	70.04360	06/17/2015	
DEPO-PROVERA 150 MG/ML VIAL	00009074630	141.10750	01/01/2015	ML	C/I	N	"4, 5"	B	62.12934	06/17/2015	
DEPO-PROVERA 400 MG/ML VIAL	00009062601	133.37462	06/01/2015	ML	C/I	N	"4, 5"	B			
DEPO-SUBQ PROVERA 104 SYRINGE	00009470913	222.58256	06/17/2015	ML	C/I	N	"3, 5"	B			
DEPO-TESTOSTERONE 100 MG/ML VL	00009008510	7.11019	06/17/2015	ML	C/I	N	"1, 5"	B-ANDA			
DEPO-TESTOSTERONE 100 MG/ML VL	00009034702	7.11019	06/17/2015	ML	C/I	N	"1, 5"	B-ANDA			
DEPO-TESTOSTERONE 200 MG/ML	00009041702	6.29160	06/17/2015	ML	C/I	N	"1, 5"	B-ANDA	6.61309	06/17/2015	
DEPO-TESTOSTERONE 200 MG/ML	00009052010	6.29160	06/17/2015	ML	C/I	N	"1, 5"	B-ANDA	6.61309	06/17/2015	
DEPO-TESTOSTERONE 200 MG/ML	00009041701	17.22805	06/17/2015	ML	C/I	N	"1, 5"	B-ANDA	18.03129	06/17/2015	
DEPO-TESTOSTERONE 200 MG/ML	00009052001	17.22805	06/17/2015	ML	C/I	N	"1, 5"	B-ANDA	18.03129	06/17/2015	
DEPO-TESTOSTERONE 200 MG/ML VL	00009008610	6.29160	06/17/2015	ML	C/I	N	"1, 5"	B-ANDA	6.61309	06/17/2015	
DEPO-TESTOSTERONE 200 MG/ML VL	00009008601	17.22805	06/17/2015	ML	C/I	N	"1, 5"	B-ANDA	18.03129	06/17/2015	
DERMA-SMOOTHE-FS BODY OIL	68791010104	2.01698	06/17/2015	ML	C/I	N	"1, 5"	B	1.49401	06/17/2015	
DERMA-SMOOTHE-FS SCALP OIL	68791010204	2.06782	05/20/2015	ML	C/I	N	"4, 5"	B	1.47216	06/17/2015	
DERMAZENE CREAM	58980081110	1.32013	06/17/2015	GM	C/I	N	"1, 5"	G			
DERMOTIC OIL 0.01% EAR DROPS	68791010320	11.76076	12/18/2014	ML	C/I	N	"4, 5"	B	8.53854	06/17/2015	
DESENEX 2% POWDER	00067094930	0.05618	03/18/2015	GM	C/I	Y	"2, 5, 6"	B			
DESENEX 2% POWDER	00067094915	0.07523	03/18/2015	GM	C/I	Y	"4, 5, 6"	B			
DESENEX 2% SPRAY LIQUID	00067096946	0.03949	12/17/2014	GM	C/I	Y	"4, 5, 6"	B			
DESENEX 2% SPRAY POWDER	00067095940	0.03869	11/19/2014	GM	C/I	Y	"2, 5, 6"	B			
DESIPRAMINE 10 MG TABLET	00781197101	0.87010	06/17/2015	EA	C/I	N	1	G			
DESIPRAMINE 10 MG TABLET	00955103010	0.87010	06/17/2015	EA	C/I	N	"1, 6"	G			
DESIPRAMINE 10 MG TABLET	45963034102	0.87010	06/17/2015	EA	C/I	N	1	G			
DESIPRAMINE 100 MG TABLET	00781197501	3.01936	06/17/2015	EA	C/I	N	1	G			
DESIPRAMINE 100 MG TABLET	00955103410	3.01936	06/17/2015	EA	C/I	N	"1, 6"	G			
DESIPRAMINE 100 MG TABLET	45963034502	3.01936	06/17/2015	EA	C/I	N	1	G			
DESIPRAMINE 150 MG TABLET	00781197650	4.29520	04/22/2015	EA	C/I	N	4	G			
DESIPRAMINE 150 MG TABLET	00955103505	4.29520	04/22/2015	EA	C/I	N	"4, 6"	G			
DESIPRAMINE 150 MG TABLET	45963034650	4.29520	04/22/2015	EA	C/I	N	4	G			
DESIPRAMINE 25 MG TABLET	00781197201	0.96644	06/17/2015	EA	C/I	N	1	G			
DESIPRAMINE 25 MG TABLET	00955103110	0.96644	06/17/2015	EA	C/I	N	"1, 6"	G			
DESIPRAMINE 25 MG TABLET	45963034202	0.96644	06/17/2015	EA	C/I	N	1	G			
DESIPRAMINE 50 MG TABLET	00781197301	1.94217	06/17/2015	EA	C/I	N	1	G			
DESIPRAMINE 50 MG TABLET	00955103210	1.94217	06/17/2015	EA	C/I	N	"1, 6"	G			
DESIPRAMINE 50 MG TABLET	45963034302	1.94217	06/17/2015	EA	C/I	N	1	G			
DESIPRAMINE 75 MG TABLET	00781197401	1.96178	02/18/2015	EA	C/I	N	4	G			
DESIPRAMINE 75 MG TABLET	00955103310	1.96178	02/18/2015	EA	C/I	N	"4, 6"	G			
DESIPRAMINE 75 MG TABLET	45963034402	1.96178	02/18/2015	EA	C/I	N	4	G			
DESLORATADINE 2.5 MG ODT	55111055131	4.67143	11/19/2014	EA	C/I	N	4	G			
DESLORATADINE 5 MG TABLET	00378401701	0.81306	06/17/2015	EA	C/I	N	1	G			
DESLORATADINE 5 MG TABLET	00378401705	0.81306	06/17/2015	EA	C/I	N	1	G			
DESLORATADINE 5 MG TABLET	00574983801	0.81306	06/17/2015	EA	C/I	N	1	G			
DESLORATADINE 5 MG TABLET	00781522601	0.81306	06/17/2015	EA	C/I	N	1	G			
DESLORATADINE 5 MG TABLET	00781522605	0.81306	06/17/2015	EA	C/I	N	1	G			
DESLORATADINE 5 MG TABLET	62756052313	0.81306	06/17/2015	EA	C/I	N	1	G			
DESLORATADINE 5 MG TABLET	62756052388	0.81306	06/17/2015	EA	C/I	N	1	G			
DESLORATADINE 5 MG TABLET	68180015301	0.81306	06/17/2015	EA	C/I	N	1	G			
DESLORATADINE 5 MG TABLET	68180015302	0.81306	06/17/2015	EA	C/I	N	1	G			
DESLORATADINE 5 MG TABLET	76439010710	0.81306	06/17/2015	EA	C/I	N	1	G			
DESLORATADINE 5 MG TABLET	76439010730	0.81306	06/17/2015	EA	C/I	N	1	G			
DESLORATADINE 5 MG TABLET	76439010750	0.81306	06/17/2015	EA	C/I	N	1	G			
DESMOPRESSIN 0.01% SOLUTION	24208034205	20.25307	06/17/2015	ML	C/I	N	"1, 5"	G			
DESMOPRESSIN 0.01% SPRAY	62756016191	20.25307	06/17/2015	ML	C/I	N	"1, 5"	G			
DESMOPRESSIN 0.1 MG/ML SPRAY	60505081500	26.38889	03/18/2015	ML	C/I	N	"4, 5"	G			
DESMOPRESSIN 10 MCG/0.1 ML SPR	47335078891	26.38889	03/18/2015	ML	C/I	N	"4, 5"	G			
DESMOPRESSIN 10 MCG/0.1 ML SPR	66993002501	26.38889	03/18/2015	ML	C/I	N	"4, 5, 6"	G			
DESMOPRESSIN 40 MCG/10 ML VIAL	62756052926	17.69760	11/19/2014	ML	C/I	N	"4, 5"	G			
DESMOPRESSIN 40 MCG/10 ML VIAL	62756052940	17.69760	11/19/2014	ML	C/I	N	"4, 5"	G			
DESMOPRESSIN AC 4 MCG/ML VIAL	00703505103	17.69760	11/19/2014	ML	C/I	N	"4, 5"	G			
DESMOPRESSIN AC 4 MCG/ML VIAL	00703505401	17.69760	11/19/2014	ML	C/I	N	"4, 5"	G			
DESMOPRESSIN AC 4 MCG/ML VIAL	55566504001	17.69760	11/19/2014	ML	C/I	N	"4, 5, 6"	G			
DESMOPRESSIN ACETATE 0.1 MG TB	00093731601	1.00744	06/17/2015	EA	C/I	N	1	G			
DESMOPRESSIN ACETATE 0.1 MG TB	00591246401	1.00744	06/17/2015	EA	C/I	N	1	G			
DESMOPRESSIN ACETATE 0.1 MG TB	55566506001	1.00744	06/17/2015	EA	C/I	N	"1, 6"	G			
DESMOPRESSIN ACETATE 0.1 MG TB	60505025701	1.00744	06/17/2015	EA	C/I	N	1	G			
DESMOPRESSIN ACETATE 0.1 MG TB	68001023300	1.00744	06/17/2015	EA	C/I	N	1	G			
DESMOPRESSIN ACETATE 0.1 MG TB	68084060611	1.00744	06/17/2015	EA	C/I	N	1	G			
DESMOPRESSIN ACETATE 0.1 MG TB	68084060621	1.00744	06/17/2015	EA	C/I	N	1	G			
DESMOPRESSIN ACETATE 0.2 MG TB	00093731701	0.99689	06/17/2015	EA	C/I	N	1	G			
DESMOPRESSIN ACETATE 0.2 MG TB	00591246501	0.99689	06/17/2015	EA	C/I	N	1	G			
DESMOPRESSIN ACETATE 0.2 MG TB	51079044601	0.99689	06/17/2015	EA	C/I	N	1	G			
DESMOPRESSIN ACETATE 0.2 MG TB	51079044603	0.99689	06/17/2015	EA	C/I	N	1	G			
DESMOPRESSIN ACETATE 0.2 MG TB	55566506101	0.99689	06/17/2015	EA	C/I	N	"1, 6"	G			
DESMOPRESSIN ACETATE 0.2 MG TB	60505025801	0.99689	06/17/2015	EA	C/I	N	1	G			
DESMOPRESSIN ACETATE 0.2 MG TB	68001023400	0.99689	06/17/2015	EA	C/I	N	1	G			
DESMOPRESSIN ACETATE 0.2 MG TB	68084060411	0.99689	06/17/2015	EA	C/I	N	1	G			
DESMOPRESSIN ACETATE 0.2 MG TB	68084060421	0.99689	06/17/2015	EA	C/I	N	1	G			
DESOGESTR-ETH ESTRAD ETH ESTRA	00378729653	0.93955	06/17/2015	EA	C/I	N	1	G			
DESOGESTREL-ETHINYL ESTRAD TAB	16714036701	0.42802	06/17/2015	EA	C/I	N	1	G			
DESOGESTREL-ETHINYL ESTRAD TAB	16714036704	0.42802	06/17/2015	EA	C/I	N	1	G			
DESONATE 0.05% GEL	10922082806	6.44321	06/17/2015	GM	C/I	N	"1, 5"	B			
DESONATE 0.05% GEL	50419082806	6.44321	06/17/2015	GM	C/I	N	"1, 5"	B			
