dea_schedule	description	labeler	nonproprietary_name	package_code	package_ndc	price_per_unit	product_code	product_ndc	proprietary_name	unit
	ECONAZOLE NITRATE 1% CREAM	45802	Econazole Nitrate	53	45802-0466-53	3.55878	0466	45802-0466	Econazole Nitrate	GM	
	ECONAZOLE NITRATE 1% CREAM	51672	Econazole Nitrate	08	51672-1303-08	3.55878	1303	51672-1303	Econazole Nitrate	GM	
	ECONAZOLE NITRATE 1% CREAM	52565	Econazole Nitrate	85	52565-0022-85	3.55878	0022	52565-0022	Econazole Nitrate	GM	
	ECONAZOLE NITRATE 1% CREAM	0168	Econazole Nitrate	30	0168-0312-30	5.17678	0312	0168-0312	Econazole Nitrate	GM	
	ECONAZOLE NITRATE 1% CREAM	45802	Econazole Nitrate	11	45802-0466-11	5.17678	0466	45802-0466	Econazole Nitrate	GM	
	ECONAZOLE NITRATE 1% CREAM	51672	Econazole Nitrate	02	51672-1303-02	5.17678	1303	51672-1303	Econazole Nitrate	GM	
	ECONAZOLE NITRATE 1% CREAM	52565	Econazole Nitrate	30	52565-0022-30	5.17678	0022	52565-0022	Econazole Nitrate	GM	
	ECONAZOLE NITRATE 1% CREAM	0168	Econazole Nitrate	15	0168-0312-15	5.31608	0312	0168-0312	Econazole Nitrate	GM	
	ECONAZOLE NITRATE 1% CREAM	45802	Econazole Nitrate	35	45802-0466-35	5.31608	0466	45802-0466	Econazole Nitrate	GM	
	ECONAZOLE NITRATE 1% CREAM	51672	Econazole Nitrate	01	51672-1303-01	5.31608	1303	51672-1303	Econazole Nitrate	GM	
	ECONAZOLE NITRATE 1% CREAM	52565	Econazole Nitrate	15	52565-0022-15	5.31608	0022	52565-0022	Econazole Nitrate	GM	
	ECONTRA EZ 1.5 MG TABLET	50102	Levonorgestrel	01	50102-0111-01	27.66902	0111	50102-0111	Econtra Ez	EA	
	ECONTRA EZ 1.5 MG TABLET	50102	Levonorgestrel	12	50102-0111-12	27.66902	0111	50102-0111	Econtra Ez	EA	
	ECPIRIN EC 325 MG TABLET	62107	Aspirin	01	62107-0028-01	0.01347	0028	62107-0028	Health Sense Ecpirin	EA	
	ECPIRIN EC 325 MG TABLET	62107	Aspirin	32	62107-0028-32	0.01347	0028	62107-0028	Health Sense Ecpirin	EA	
	ED A-HIST LIQUID	0485	Chlorpheniramine/phenylephrine	16	0485-0155-16	0.03221	0155	0485-0155	Ed A-hist	ML	
	ED-A-HIST 4 MG-10 MG TABLET	0485	Chlorpheniramine Maleate and Phenylephrine Hydrochloride	01	0485-0254-01	0.14931	0254	0485-0254	Ed A-hist	EA	
	ED-A-HIST DM LIQUID	0485	Dextromethorphan Hydrobromide, Chlorpheniramine Maleate, and Phenylephrine Hydrochloride	16	0485-0171-16	0.04429	0171	0485-0171	Ed A-hist Dm	ML	
	ED-A-HIST PSE TABLET	0485	Pseudoephedrine Hydrochloride and Triprolidine Hydrochloride	01	0485-0210-01	0.05108	0210	0485-0210	Ed-a-hist Pse	EA	
	ED-CHLORTAN 4 MG TABLET	0485	Chlorpheniramine Maleate	01	0485-0085-01	0.02116	0085	0485-0085	Ed-chlortan	EA	
	ED-SPAZ 0.125 MG ODT	0485	Hyoscyamine Sulfate	01	0485-0082-01	0.24626	0082	0485-0082	Ed-spaz	EA	
	EDARBI 40 MG TABLET	60631	Azilsartan Kamedoxomil	30	60631-0040-30	4.40964	0040	60631-0040	Edarbi	EA	
	EDARBI 40 MG TABLET	64764	Azilsartan Kamedoxomil	30	64764-0844-30	4.40964	0844	64764-0844	Edarbi	EA	
	EDARBI 80 MG TABLET	60631	Azilsartan Kamedoxomil	30	60631-0080-30	4.81519	0080	60631-0080	Edarbi	EA	
	EDARBI 80 MG TABLET	64764	Azilsartan Kamedoxomil	30	64764-0884-30	4.81519	0884	64764-0884	Edarbi	EA	
	EDARBYCLOR 40-12.5 MG TABLET	60631	Azilsartan Kamedoxomil and Chlorthalidone	30	60631-0412-30	4.53024	0412	60631-0412	Edarbyclor	EA	
	EDARBYCLOR 40-12.5 MG TABLET	64764	Azilsartan Medoxomil and Chlorthalidone	30	64764-0944-30	4.53024	0944	64764-0944	Edarbyclor	EA	
	EDARBYCLOR 40-25 MG TABLET	60631	Azilsartan Kamedoxomil and Chlorthalidone	30	60631-0425-30	4.51072	0425	60631-0425	Edarbyclor	EA	
	EDARBYCLOR 40-25 MG TABLET	64764	Azilsartan Medoxomil and Chlorthalidone	30	64764-0994-30	4.51072	0994	64764-0994	Edarbyclor	EA	
	EDECRIN 25 MG TABLET	25010	Ethacrynic Acid	15	25010-0215-15	18.90945	0215	25010-0215	Edecrin	EA	
CIV	EDLUAR 10 MG SL TABLET	0037	Zolpidem Tartrate	30	0037-6010-30	10.27272	6010	0037-6010	Edluar	EA	
	EDURANT 25 MG TABLET	59676	Rilpivirine Hydrochloride	01	59676-0278-01	26.64919	0278	59676-0278	Edurant	EA	
	EFFER-K 10 MEQ TABLET EFF	51801	Potassium Bicarbonate	30	51801-0013-30	0.34020	0013	51801-0013	Effer-k	EA	
	EFFER-K 10 MEQ TABLET EFF	51801	Potassium Bicarbonate	30	51801-0014-30	0.34020	0014	51801-0014	Effer-k	EA	
	EFFER-K 20 MEQ TABLET EFF	51801	Potassium Bicarbonate	30	51801-0011-30	0.39122	0011	51801-0011	Effer-k	EA	
	EFFER-K 20 MEQ TABLET EFF	51801	Potassium Bicarbonate	30	51801-0012-30	0.39122	0012	51801-0012	Effer-k	EA	
	EFFER-K 25 MEQ TABLET EFF	51801	Potassium Bicarbonate	30	51801-0001-30	0.19016	0001	51801-0001	Effer-k	EA	
	EFFER-K 25 MEQ TABLET EFF	51801	Potassium Bicarbonate	40	51801-0001-40	0.19016	0001	51801-0001	Effer-k	EA	
	EFFER-K 25 MEQ TABLET EFF	51801	Potassium Bicarbonate	30	51801-0005-30	0.19016	0005	51801-0005	Effer-k	EA	
	EFFER-K 25 MEQ TABLET EFF	51801	Potassium Bicarbonate	30	51801-0006-30	0.19016	0006	51801-0006	Effer-k	EA	
	EFFER-K 25 MEQ TABLET EFF	51801	Potassium Bicarbonate	30	51801-0007-30	0.19016	0007	51801-0007	Effer-k	EA	
	EFFEXOR XR 150 MG CAPSULE	0008	Venlafaxine Hydrochloride	02	0008-0836-02	9.47580	0836	0008-0836	Effexor	EA	
	EFFEXOR XR 150 MG CAPSULE	0008	Venlafaxine Hydrochloride	03	0008-0836-03	9.47580	0836	0008-0836	Effexor	EA	
	EFFEXOR XR 150 MG CAPSULE	0008	Venlafaxine Hydrochloride	20	0008-0836-20	9.47580	0836	0008-0836	Effexor	EA	
	EFFEXOR XR 150 MG CAPSULE	0008	Venlafaxine Hydrochloride	21	0008-0836-21	9.47580	0836	0008-0836	Effexor	EA	
	EFFEXOR XR 150 MG CAPSULE	0008	Venlafaxine Hydrochloride	22	0008-0836-22	9.47580	0836	0008-0836	Effexor	EA	
	EFFEXOR XR 37.5 MG CAPSULE	0008	Venlafaxine Hydrochloride	02	0008-0837-02	7.66885	0837	0008-0837	Effexor	EA	
	EFFEXOR XR 37.5 MG CAPSULE	0008	Venlafaxine Hydrochloride	03	0008-0837-03	7.66885	0837	0008-0837	Effexor	EA	
	EFFEXOR XR 37.5 MG CAPSULE	0008	Venlafaxine Hydrochloride	20	0008-0837-20	7.66885	0837	0008-0837	Effexor	EA	
	EFFEXOR XR 37.5 MG CAPSULE	0008	Venlafaxine Hydrochloride	21	0008-0837-21	7.66885	0837	0008-0837	Effexor	EA	
	EFFEXOR XR 37.5 MG CAPSULE	0008	Venlafaxine Hydrochloride	22	0008-0837-22	7.66885	0837	0008-0837	Effexor	EA	
	EFFEXOR XR 75 MG CAPSULE	0008	Venlafaxine Hydrochloride	03	0008-0833-03	8.66241	0833	0008-0833	Effexor	EA	
	EFFEXOR XR 75 MG CAPSULE	0008	Venlafaxine Hydrochloride	20	0008-0833-20	8.66241	0833	0008-0833	Effexor	EA	
	EFFEXOR XR 75 MG CAPSULE	0008	Venlafaxine Hydrochloride	21	0008-0833-21	8.66241	0833	0008-0833	Effexor	EA	
	EFFEXOR XR 75 MG CAPSULE	0008	Venlafaxine Hydrochloride	22	0008-0833-22	8.66241	0833	0008-0833	Effexor	EA	
	EFFIENT 10 MG TABLET	0002	Prasugrel Hydrochloride	01	0002-5123-01	10.45999	5123	0002-5123	Effient	EA	
	EFFIENT 10 MG TABLET	0002	Prasugrel Hydrochloride	30	0002-5123-30	10.45999	5123	0002-5123	Effient	EA	
	EFFIENT 10 MG TABLET	0002	Prasugrel Hydrochloride	77	0002-5123-77	10.45999	5123	0002-5123	Effient	EA	
	EFFIENT 5 MG TABLET	0002	Prasugrel Hydrochloride	01	0002-5121-01	10.38878	5121	0002-5121	Effient	EA	
	EFFIENT 5 MG TABLET	0002	Prasugrel Hydrochloride	30	0002-5121-30	10.38878	5121	0002-5121	Effient	EA	
	EFFIENT 5 MG TABLET	0002	Prasugrel Hydrochloride	52	0002-5121-52	10.38878	5121	0002-5121	Effient	EA	
	EFUDEX 5% CREAM	0187	Fluorouracil	47	0187-3204-47	8.06876	3204	0187-3204	Efudex	GM	
	ELESTAT 0.05% EYE DROPS	0023	Epinastine Hydrochloride	05	0023-9201-05	34.86628	9201	0023-9201	Elestat	ML	
	ELESTRIN 0.06% GEL	0037	Estradiol Gel 0.06%	35	0037-4802-35	2.92811	4802	0037-4802	Elestrin	GM	
	ELESTRIN 0.06% GEL	18860	Estradiol	60	18860-0480-60	2.92811	0480	18860-0480	Elestrin	GM	
	ELIDEL 1% CREAM	0187	Pimecrolimus	02	0187-5101-02	7.62113	5101	0187-5101	Elidel	GM	
	ELIDEL 1% CREAM	0187	Pimecrolimus	01	0187-5100-01	7.63910	5100	0187-5100	Elidel	GM	
	ELIDEL 1% CREAM	0187	Pimecrolimus	03	0187-5102-03	7.65066	5102	0187-5102	Elidel	GM	
	ELINEST-28 TABLET	16714	Norgestrel and Ethinyl Estradiol	01	16714-0365-01	0.52560	0365	16714-0365	Elinest	EA	
	ELINEST-28 TABLET	16714	Norgestrel and Ethinyl Estradiol	04	16714-0365-04	0.52560	0365	16714-0365	Elinest	EA	
	ELIQUIS 2.5 MG TABLET	0003	Apixaban	21	0003-0893-21	5.07457	0893	0003-0893	Eliquis	EA	
	ELIQUIS 2.5 MG TABLET	0003	Apixaban	31	0003-0893-31	5.07457	0893	0003-0893	Eliquis	EA	
	ELIQUIS 5 MG TABLET	0003	Apixaban	21	0003-0894-21	5.08378	0894	0003-0894	Eliquis	EA	
	ELIQUIS 5 MG TABLET	0003	Apixaban	31	0003-0894-31	5.08378	0894	0003-0894	Eliquis	EA	
	ELMIRON 100 MG CAPSULE	50458	Pentosan Polysulfate Sodium	01	50458-0098-01	6.56514	0098	50458-0098	Elmiron	EA	
	ELOCON 0.1% CREAM	0085	Mometasone Furoate	01	0085-3149-01	3.21408	3149	0085-3149	Elocon	GM	
CII	EMBEDA ER 20-0.8 MG CAPSULE	60793	Morphine Sulfate and Naltrexone Hydrochloride	20	60793-0430-20	5.42762	0430	60793-0430	Embeda	EA	
	EMEND 40 MG CAPSULE	0006	Aprepitant	05	0006-0464-05	78.64838	0464	0006-0464	Emend	EA	
	EMEND 40 MG CAPSULE	0006	Aprepitant	10	0006-0464-10	78.64838	0464	0006-0464	Emend	EA	
	EMEND 80 MG CAPSULE	0006	Aprepitant	02	0006-0461-02	146.76306	0461	0006-0461	Emend	EA	
	EMEND 80 MG CAPSULE	0006	Aprepitant	06	0006-0461-06	146.76306	0461	0006-0461	Emend	EA	
	EMEND TRIFOLD PACK	0006	Aprepitant	03	0006-3862-03	174.94251	3862	0006-3862	Emend	EA	
	EMOQUETTE 28 DAY TABLET	0603	Desogestrel and Ethinyl Estradiol	17	0603-7540-17	0.42802	7540	0603-7540	Emoquette	EA	
	EMOQUETTE 28 DAY TABLET	0603	Desogestrel and Ethinyl Estradiol	49	0603-7540-49	0.42802	7540	0603-7540	Emoquette	EA	
	EMSAM 12 MG/24 HOURS PATCH	49502	Selegiline	30	49502-0902-30	44.20415	0902	49502-0902	Emsam	EA	
	EMSAM 6 MG/24 HOURS PATCH	49502	Selegiline	30	49502-0900-30	44.41898	0900	49502-0900	Emsam	EA	
	EMSAM 9 MG/24 HOURS PATCH	49502	Selegiline	30	49502-0901-30	43.99596	0901	49502-0901	Emsam	EA	
	EMTRIVA 200 MG CAPSULE	61958	Emtricitabine	01	61958-0601-01	17.21039	0601	61958-0601	Emtriva	EA	
	ENABLEX 15 MG TABLET	0430	Darifenacin	15	0430-0171-15	7.75668	0171	0430-0171	Enablex	EA	
	ENABLEX 15 MG TABLET	0430	Darifenacin	23	0430-0171-23	7.75668	0171	0430-0171	Enablex	EA	
	ENABLEX 7.5 MG TABLET	0430	Darifenacin	15	0430-0170-15	7.81975	0170	0430-0170	Enablex	EA	
	ENABLEX 7.5 MG TABLET	0430	Darifenacin	23	0430-0170-23	7.81975	0170	0430-0170	Enablex	EA	
	ENALAPRIL MALEATE 10 MG TAB	0093	Enalapril Maleate	01	0093-0028-01	0.36901	0028	0093-0028	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 10 MG TAB	0093	Enalapril Maleate	10	0093-0028-10	0.36901	0028	0093-0028	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 10 MG TAB	0093	Enalapril Maleate	50	0093-0028-50	0.36901	0028	0093-0028	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 10 MG TAB	0378	Enalapril Maleate	01	0378-1053-01	0.36901	1053	0378-1053	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 10 MG TAB	0378	Enalapril Maleate	10	0378-1053-10	0.36901	1053	0378-1053	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 10 MG TAB	0904	Enalapril Maleate	61	0904-5610-61	0.36901	5610	0904-5610	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 10 MG TAB	49158	Enalapril Maleate	01	49158-0502-01	0.36901	0502	49158-0502	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 10 MG TAB	51079	Enalapril Maleate	01	51079-0952-01	0.36901	0952	51079-0952	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 10 MG TAB	51079	Enalapril Maleate	20	51079-0952-20	0.36901	0952	51079-0952	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 10 MG TAB	51672	Enalapril Maleate	01	51672-4039-01	0.36901	4039	51672-4039	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 10 MG TAB	51672	Enalapril Maleate	03	51672-4039-03	0.36901	4039	51672-4039	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 10 MG TAB	60505		07	60505-0051-07	0.36901	0051	60505-0051		EA	
	ENALAPRIL MALEATE 10 MG TAB	60505		09	60505-0051-09	0.36901	0051	60505-0051		EA	
	ENALAPRIL MALEATE 10 MG TAB	64679	Enalapril Maleate	02	64679-0925-02	0.36901	0925	64679-0925	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 10 MG TAB	64679	Enalapril Maleate	03	64679-0925-03	0.36901	0925	64679-0925	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 10 MG TAB	64679	Enalapril Maleate	10	64679-0925-10	0.36901	0925	64679-0925	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 10 MG TAB	68084	Enalapril Maleate	01	68084-0391-01	0.36901	0391	68084-0391	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 10 MG TAB	68084	Enalapril Maleate	11	68084-0391-11	0.36901	0391	68084-0391	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 10 MG TAB	68645	Enalapril Maleate	90	68645-0456-90	0.36901	0456	68645-0456	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 2.5 MG TAB	0093	Enalapril Maleate	01	0093-0026-01	0.27159	0026	0093-0026	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 2.5 MG TAB	0093	Enalapril Maleate	10	0093-0026-10	0.27159	0026	0093-0026	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 2.5 MG TAB	0378	Enalapril Maleate	01	0378-1051-01	0.27159	1051	0378-1051	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 2.5 MG TAB	0904	Enalapril Maleate	61	0904-5609-61	0.27159	5609	0904-5609	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 2.5 MG TAB	49158	Enalapril Maleate	01	49158-0500-01	0.27159	0500	49158-0500	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 2.5 MG TAB	51079	Enalapril Maleate	01	51079-0950-01	0.27159	0950	51079-0950	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 2.5 MG TAB	51079	Enalapril Maleate	20	51079-0950-20	0.27159	0950	51079-0950	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 2.5 MG TAB	51672	Enalapril Maleate	01	51672-4037-01	0.27159	4037	51672-4037	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 2.5 MG TAB	51672	Enalapril Maleate	03	51672-4037-03	0.27159	4037	51672-4037	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 2.5 MG TAB	60505		07	60505-0049-07	0.27159	0049	60505-0049		EA	
	ENALAPRIL MALEATE 2.5 MG TAB	60505		09	60505-0049-09	0.27159	0049	60505-0049		EA	
	ENALAPRIL MALEATE 2.5 MG TAB	64679	Enalapril Maleate	02	64679-0923-02	0.27159	0923	64679-0923	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 2.5 MG TAB	64679	Enalapril Maleate	03	64679-0923-03	0.27159	0923	64679-0923	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 2.5 MG TAB	68645	Enalapril Maleate	90	68645-0454-90	0.27159	0454	68645-0454	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 20 MG TAB	0093	Enalapril Maleate	01	0093-0029-01	0.49522	0029	0093-0029	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 20 MG TAB	0093	Enalapril Maleate	10	0093-0029-10	0.49522	0029	0093-0029	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 20 MG TAB	0093	Enalapril Maleate	50	0093-0029-50	0.49522	0029	0093-0029	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 20 MG TAB	0378	Enalapril Maleate	01	0378-1054-01	0.49522	1054	0378-1054	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 20 MG TAB	0378	Enalapril Maleate	05	0378-1054-05	0.49522	1054	0378-1054	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 20 MG TAB	0904	Enalapril Maleate	61	0904-5611-61	0.49522	5611	0904-5611	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 20 MG TAB	51079	Enalapril Maleate	01	51079-0953-01	0.49522	0953	51079-0953	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 20 MG TAB	51079	Enalapril Maleate	20	51079-0953-20	0.49522	0953	51079-0953	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 20 MG TAB	51672	Enalapril Maleate	01	51672-4040-01	0.49522	4040	51672-4040	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 20 MG TAB	51672	Enalapril Maleate	03	51672-4040-03	0.49522	4040	51672-4040	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 20 MG TAB	60505		09	60505-0052-09	0.49522	0052	60505-0052		EA	
	ENALAPRIL MALEATE 20 MG TAB	64679	Enalapril Maleate	02	64679-0926-02	0.49522	0926	64679-0926	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 20 MG TAB	64679	Enalapril Maleate	03	64679-0926-03	0.49522	0926	64679-0926	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 20 MG TAB	68084	Enalapril Maleate	01	68084-0392-01	0.49522	0392	68084-0392	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 20 MG TAB	68084	Enalapril Maleate	11	68084-0392-11	0.49522	0392	68084-0392	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 20 MG TAB	68645	Enalapril Maleate	90	68645-0457-90	0.49522	0457	68645-0457	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 5 MG TABLET	0093	Enalapril Maleate	01	0093-0027-01	0.38057	0027	0093-0027	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 5 MG TABLET	0093	Enalapril Maleate	50	0093-0027-50	0.38057	0027	0093-0027	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 5 MG TABLET	0378	Enalapril Maleate	01	0378-1052-01	0.38057	1052	0378-1052	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 5 MG TABLET	0378	Enalapril Maleate	10	0378-1052-10	0.38057	1052	0378-1052	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 5 MG TABLET	0904	Enalapril Maleate	61	0904-5502-61	0.38057	5502	0904-5502	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 5 MG TABLET	49158	Enalapril Maleate	01	49158-0501-01	0.38057	0501	49158-0501	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 5 MG TABLET	51079	Enalapril Maleate	01	51079-0951-01	0.38057	0951	51079-0951	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 5 MG TABLET	51079	Enalapril Maleate	20	51079-0951-20	0.38057	0951	51079-0951	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 5 MG TABLET	51672	Enalapril Maleate	01	51672-4038-01	0.38057	4038	51672-4038	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 5 MG TABLET	51672	Enalapril Maleate	03	51672-4038-03	0.38057	4038	51672-4038	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 5 MG TABLET	60505		07	60505-0050-07	0.38057	0050	60505-0050		EA	
	ENALAPRIL MALEATE 5 MG TABLET	60505		09	60505-0050-09	0.38057	0050	60505-0050		EA	
	ENALAPRIL MALEATE 5 MG TABLET	64679	Enalapril Maleate	02	64679-0924-02	0.38057	0924	64679-0924	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 5 MG TABLET	64679	Enalapril Maleate	03	64679-0924-03	0.38057	0924	64679-0924	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 5 MG TABLET	68084	Enalapril Maleate	01	68084-0390-01	0.38057	0390	68084-0390	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 5 MG TABLET	68084	Enalapril Maleate	11	68084-0390-11	0.38057	0390	68084-0390	Enalapril Maleate	EA	
	ENALAPRIL MALEATE 5 MG TABLET	68645	Enalapril Maleate	90	68645-0455-90	0.38057	0455	68645-0455	Enalapril Maleate	EA	
	ENALAPRIL-HYDROCHLOROTHIAZIDE 10-25 MG TABLET	0093	Enalapril Maleate and Hydrochlorothiazide	01	0093-1052-01	0.17163	1052	0093-1052	Enalapril Maleate and Hydrochlorothiazide	EA	
	ENALAPRIL-HYDROCHLOROTHIAZIDE 10-25 MG TABLET	0378	Enalapril Maleate and Hydrochlorothiazide	01	0378-0723-01	0.17163	0723	0378-0723	Enalapril Maleate and Hydrochlorothiazide	EA	
	ENALAPRIL-HYDROCHLOROTHIAZIDE 10-25 MG TABLET	51672	Enalapril Maleate and Hydrochlorothiazide	01	51672-4046-01	0.17163	4046	51672-4046	Enalapril Maleate and Hydrochlorothiazide	EA	
	ENALAPRIL-HYDROCHLOROTHIAZIDE 10-25 MG TABLET	60505	Enalapril Maleate and Hydrochlorothiazide	01	60505-0209-01	0.17163	0209	60505-0209	Enalapril Maleate and Hydrochlorothiazide	EA	
	ENALAPRIL-HYDROCHLOROTHIAZIDE 10-25 MG TABLET	68682	Enalapril Maleate and Hydrochlorothiazide	01	68682-0146-01	0.17163	0146	68682-0146	Enalapril Maleate and Hydrochlorothiazide	EA	
	ENALAPRIL-HYDROCHLOROTHIAZIDE 5-12.5 MG TAB	0093	Enalapril Maleate and Hydrochlorothiazide	01	0093-1044-01	0.14332	1044	0093-1044	Enalapril Maleate and Hydrochlorothiazide	EA	
	ENALAPRIL-HYDROCHLOROTHIAZIDE 5-12.5 MG TAB	0378	Enalapril Maleate and Hydrochlorothiazide	01	0378-0712-01	0.14332	0712	0378-0712	Enalapril Maleate and Hydrochlorothiazide	EA	
	ENALAPRIL-HYDROCHLOROTHIAZIDE 5-12.5 MG TAB	51672	Enalapril Maleate and Hydrochlorothiazide	01	51672-4045-01	0.14332	4045	51672-4045	Enalapril Maleate and Hydrochlorothiazide	EA	
	ENALAPRIL-HYDROCHLOROTHIAZIDE 5-12.5 MG TAB	60505	Enalapril Maleate and Hydrochlorothiazide	01	60505-0208-01	0.14332	0208	60505-0208	Enalapril Maleate and Hydrochlorothiazide	EA	
	ENBREL 25 MG KIT	58406	Etanercept	34	58406-0425-34	390.11398	0425	58406-0425	Enbrel	EA	
	ENBREL 25 MG/0.5 ML SYRINGE	58406	Etanercept	04	58406-0455-04	769.13408	0455	58406-0455	Enbrel	ML	
	ENBREL 50 MG/ML SURECLICK SYR	58406	Etanercept	04	58406-0445-04	800.80088	0445	58406-0445	Enbrel	ML	
	ENBREL 50 MG/ML SYRINGE	58406	Etanercept	04	58406-0435-04	801.91240	0435	58406-0435	Enbrel	ML	
	ENDACOF-DM LIQUID	68047	Brompheniramine Maleate, Dextromethorphan Hydrobromide and Phenylephrine Hydrochloride	16	68047-0143-16	0.03316	0143	68047-0143	Endacof Dm	ML	
CII	ENDOCET 10-325 MG TABLET	60951	Oxycodone and Acetaminophen	70	60951-0712-70	0.75648	0712	60951-0712	Endocet	EA	
CII	ENDOCET 2.5-325 MG TABLET	60951	Oxycodone and Acetaminophen	70	60951-0701-70	1.38759	0701	60951-0701	Endocet	EA	
CII	ENDOCET 5-325 TABLET	60951	Oxycodone and Acetaminophen	70	60951-0602-70	0.16992	0602	60951-0602	Endocet	EA	
CII	ENDOCET 5-325 TABLET	60951	Oxycodone and Acetaminophen	85	60951-0602-85	0.16992	0602	60951-0602	Endocet	EA	
CII	ENDOCET 7.5-325 MG TABLET	60951	Oxycodone and Acetaminophen	70	60951-0700-70	0.65863	0700	60951-0700	Endocet	EA	
CII	ENDODAN 4.8355-325 MG TABLET	60951	Oxycodone and Aspirin Tablets	70	60951-0310-70	0.60979	0310	60951-0310	Endodan	EA	
	ENDOMETRIN 100 MG SUPPOSITORY	55566	Progesterone	03	55566-6500-03	9.04566	6500	55566-6500	Endometrin	EA	
	ENEMA	0536	Sodium Phosphate	51	0536-7415-51	0.00633	7415	0536-7415	Ready-to-use	ML	
	ENEMA	24385	Saline	28	24385-0039-28	0.00633	0039	24385-0039	Good Neighbor Pharmacy Enema	ML	
	ENEMA READY TO USE	46122	Sodium Phosphate Enema	36	46122-0161-36	0.00557	0161	46122-0161	Good Neighbor Pharmacy	ML	
	ENEMA READY TO USE	0904	Saline Laxative	78	0904-6320-78	0.00633	6320	0904-6320	Saline Laxative	ML	
	ENEMA READY TO USE	46122	Sodium Phosphate Enema	28	46122-0161-28	0.00633	0161	46122-0161	Good Neighbor Pharmacy	ML	
	ENEMA TWIN PACK	24385	Saline	36	24385-0039-36	0.00557	0039	24385-0039	Good Neighbor Pharmacy Enema	ML	
	ENEMEEZ MINI ENEMA	17433	Docusate Sodium	03	17433-9876-03	0.35436	9876	17433-9876	Enemeez	ML	
	ENJUVIA 0.3 MG TABLET	51285	Synthetic Conjugated Estrogens, B	02	51285-0406-02	2.38732	0406	51285-0406	Enjuvia	EA	
	ENJUVIA 0.45 MG TABLET	51285	Synthetic Conjugated Estrogens, B	02	51285-0407-02	2.43870	0407	51285-0407	Enjuvia	EA	
	ENJUVIA 0.625 MG TABLET	51285	Synthetic Conjugated Estrogens, B	02	51285-0408-02	2.45136	0408	51285-0408	Enjuvia	EA	
	ENJUVIA 0.9 MG TABLET	51285	Synthetic Conjugated Estrogens, B	02	51285-0409-02	2.43451	0409	51285-0409	Enjuvia	EA	
