product_ndc	route
0591-3273	Oral
0591-3292	Oral
0591-3293	Oral
0591-3294	Oral
0591-3330	Oral
0591-3331	Oral
0591-3332	Oral
0591-3354	Oral
0591-3355	Oral
0591-3359	Oral
0591-3423	Oral
0591-3433	Respiratory (inhalation)
0591-3449	Oral
0591-3450	Oral
0591-3451	Oral
0591-3452	Oral
0591-3453	Oral
0591-3467	Intrabronchial
0591-3468	Intrabronchial
0591-3494	Oral
0591-3496	Oral
0591-3497	Oral
0591-3498	Oral
0591-3499	Oral
0591-3500	Oral
0591-3508	Transdermal
0591-3509	Transdermal
0591-3510	Transdermal
0591-3525	Cutaneous
0591-3540	Oral
0591-3541	Oral
0591-3542	Oral
0591-3543	Oral
0591-3544	Oral
0591-3545	Oral
0591-3546	Oral
0591-3551	Oral
0591-3560	Oral
0591-3561	Oral
0591-3562	Intravenous
0591-3563	Intravenous
0591-3571	Buccal
0591-3571	Oral
0591-3571	Transmucosal
0591-3572	Buccal
0591-3572	Oral
0591-3572	Transmucosal
0591-3573	Buccal
0591-3573	Oral
0591-3573	Transmucosal
0591-3574	Buccal
0591-3574	Oral
0591-3574	Transmucosal
0591-3575	Transmucosal
0591-3575	Buccal
0591-3575	Oral
0591-3576	Oral
0591-3591	Oral
0591-3592	Oral
0591-3593	Oral
0591-3600	Transdermal
0591-3601	Transdermal
0591-3602	Transdermal
0591-3603	Transdermal
0591-3611	Oral
0591-3612	Oral
0591-3613	Oral
0591-3614	Oral
0591-3629	Oral
0591-3630	Oral
0591-3635	Oral
0591-3636	Oral
0591-3670	Oral
0591-3671	Oral
0591-3699	Oral
0591-3700	Oral
0591-3703	Oral
0591-3704	Oral
0591-3720	Oral
0591-3739	Oral
0591-3740	Oral
0591-3741	Oral
0591-3742	Oral
0591-3743	Oral
0591-3744	Oral
0591-3745	Oral
0591-3746	Oral
0591-3747	Oral
0591-3748	Oral
0591-3749	Oral
0591-3750	Oral
0591-3751	Oral
0591-3752	Oral
0591-3753	Oral
0591-3754	Oral
0591-3755	Oral
0591-3757	Oral
0591-3758	Oral
0591-3759	Oral
0591-3760	Oral
0591-3761	Oral
0591-3762	Oral
0591-3767	Respiratory (inhalation)
0591-3768	Respiratory (inhalation)
0591-3770	Oral
0591-3774	Oral
0591-3775	Oral
0591-3776	Oral
0591-3777	Oral
0591-3780	Oral
0591-3797	Intrabronchial
0591-3798	Respiratory (inhalation)
0591-3817	Respiratory (inhalation)
0591-3964	Oral
0591-3965	Oral
0591-3971	Oral
0591-3972	Oral
0591-3973	Oral
0591-4012	Oral
0591-5052	Oral
0591-5238	Oral
0591-5239	Oral
0591-5307	Oral
0591-5319	Oral
0591-5321	Oral
0591-5325	Oral
0591-5335	Oral
0591-5337	Oral
0591-5347	Oral
0591-5381	Oral
0591-5382	Oral
0591-5438	Oral
0591-5440	Oral
0591-5442	Oral
0591-5443	Oral
0591-5454	Oral
0591-5513	Oral
0591-5522	Oral
0591-5523	Oral
0591-5535	Oral
0591-5543	Oral
0591-5544	Oral
0591-5553	Oral
0591-5554	Oral
0591-5555	Oral
0591-5556	Oral
0591-5557	Oral
0591-5560	Oral
0591-5561	Oral
0591-5571	Oral
0591-5619	Oral
0591-5620	Oral
0591-5621	Oral
0591-5642	Oral
0591-5643	Oral
0591-5658	Oral
0591-5660	Oral
0591-5661	Oral
0591-5694	Oral
0591-5695	Oral
0591-5708	Oral
0591-5713	Oral
0591-5714	Oral
0591-5715	Oral
0591-5716	Oral
0591-5782	Oral
0591-5783	Oral
0591-5786	Oral
0591-5787	Oral
0591-5788	Oral
0591-5789	Oral
0591-5882	Oral
0591-5883	Oral
0591-5884	Oral
0597-0001	Oral
0597-0002	Oral
0597-0003	Oral
0597-0006	Oral
0597-0007	Oral
0597-0011	Oral
0597-0012	Oral
0597-0013	Respiratory (inhalation)
0597-0016	Oral
0597-0017	Oral
0597-0018	Oral
0597-0019	Oral
0597-0024	Respiratory (inhalation)
0597-0029	Oral
0597-0030	Oral
0597-0031	Transdermal
0597-0032	Transdermal
0597-0033	Transdermal
0597-0034	Oral
0597-0039	Oral
0597-0040	Oral
0597-0041	Oral
0597-0042	Oral
0597-0043	Oral
0597-0044	Oral
0597-0046	Oral
0597-0047	Oral
0597-0052	Rectal
0597-0058	Oral
0597-0075	Oral
0597-0075	Respiratory (inhalation)
0597-0081	Nasal
0597-0086	Nasal
0597-0087	Respiratory (inhalation)
0597-0101	Oral
0597-0109	Oral
0597-0113	Oral
0597-0115	Oral
0597-0116	Oral
0597-0120	Oral
0597-0121	Oral
0597-0122	Oral
0597-0123	Oral
0597-0124	Oral
0597-0125	Oral
0597-0126	Oral
0597-0127	Oral
0597-0129	Oral
0597-0135	Oral
0597-0140	Oral
0597-0146	Oral
0597-0147	Oral
0597-0148	Oral
0597-0149	Oral
0597-0151	Oral
0597-0152	Oral
0597-0153	Oral
0597-0158	Oral
0597-0165	Oral
0597-0166	Oral
0597-0169	Oral
0597-0170	Oral
0597-0183	Oral
0597-0184	Oral
0597-0185	Oral
0597-0186	Oral
0597-0190	Oral
0597-0191	Oral
0597-0192	Respiratory (inhalation)
0597-0285	Oral
0597-0286	Oral
0597-0287	Oral
0603-0024	Oral
0603-0026	Oral
0603-0149	Oral
0603-0150	Oral
0603-0168	Oral
0603-0169	Oral
0603-0179	Oral
0603-0181	Oral
0603-0209	Oral
0603-0210	Oral
0603-0211	Oral
0603-0213	Oral
0603-0235	Oral
0603-0241	Oral
0603-0263	Oral
0603-0265	Oral
0603-0268	Oral
0603-0282	Oral
0603-0283	Oral
0603-0410	Topical
0603-0441	Topical
0603-0520	Topical
0603-0524	Rectal
0603-0535	Topical
0603-0599	Topical
0603-0644	Topical
0603-0648	Topical
0603-0649	Topical
0603-0746	Oral
0603-0747	Oral
0603-0823	Oral
0603-0838	Oral
0603-0839	Oral
0603-0840	Oral
0603-0841	Oral
0603-0842	Oral
0603-0843	Oral
0603-0851	Oral
0603-0852	Oral
0603-0855	Oral
0603-0857	Oral
0603-0860	Oral
0603-0863	Oral
0603-0864	Oral
0603-0894	Oral
0603-1011	Oral
0603-1020	Oral
0603-1075	Oral
0603-1078	Oral
0603-1096	Oral
0603-1147	Oral
0603-1161	Oral
0603-1290	Oral
0603-1310	Oral
0603-1328	Oral
0603-1329	Oral
0603-1330	Oral
0603-1384	Oral
0603-1393	Oropharyngeal
0603-1394	Topical
0603-1422	Oral
0603-1449	Oral
0603-1450	Oral
0603-1452	Oral
0603-1481	Oral
0603-1520	Oral
0603-1550	Topical
0603-1584	Oral
0603-1585	Oral
0603-1586	Oral
0603-1587	Oral
0603-1588	Oral
0603-1684	Oral
0603-1685	Oral
0603-1785	Oral
0603-1786	Oral
0603-1787	Oral
0603-1841	Oral
0603-1880	Cutaneous
0603-2108	Oral
0603-2109	Oral
0603-2110	Oral
0603-2115	Oral
0603-2116	Oral
0603-2127	Oral
0603-2128	Oral
0603-2129	Oral
0603-2130	Oral
0603-2212	Oral
0603-2213	Oral
0603-2214	Oral
0603-2215	Oral
0603-2216	Oral
0603-2217	Oral
0603-2337	Oral
0603-2338	Oral
0603-2339	Oral
0603-2406	Oral
0603-2407	Oral
0603-2433	Oral
0603-2434	Oral
0603-2435	Oral
0603-2483	Oral
0603-2540	Oral
0603-2544	Oral
0603-2548	Oral
0603-2553	Oral
0603-2582	Oral
0603-2948	Oral
0603-2949	Oral
0603-2950	Oral
0603-2957	Oral
0603-2958	Oral
0603-2959	Oral
0603-3078	Oral
0603-3079	Oral
0603-3162	Oral
0603-3180	Oral
0603-3181	Oral
0603-3213	Oral
0603-3214	Oral
0603-3215	Oral
0603-3327	Oral
0603-3339	Oral
0603-3340	Oral
0603-3432	Oral
0603-3433	Oral
0603-3508	Oral
0603-3581	Oral
0603-3582	Oral
0603-3583	Oral
0603-3633	Oral
0603-3714	Oral
0603-3739	Oral
0603-3740	Oral
0603-3741	Oral
0603-3744	Oral
0603-3745	Oral
0603-3746	Oral
0603-3842	Oral
0603-3843	Oral
0603-3844	Oral
0603-3845	Oral
0603-3855	Oral
0603-3856	Oral
0603-3857	Oral
0603-3899	Oral
0603-3900	Oral
0603-3901	Oral
0603-3967	Oral
0603-3968	Oral
0603-3969	Oral
0603-4021	Oral
0603-4022	Oral
0603-4023	Oral
0603-4110	Oral
0603-4111	Oral
0603-4112	Oral
0603-4170	Oral
0603-4180	Oral
0603-4186	Oral
0603-4187	Oral
0603-4224	Oral
0603-4225	Oral
0603-4226	Oral
0603-4228	Oral
0603-4229	Oral
0603-4230	Oral
0603-4246	Oral
0603-4247	Oral
0603-4248	Oral
0603-4372	Oral
0603-4381	Oral
0603-4382	Oral
0603-4383	Oral
0603-4415	Oral
0603-4416	Oral
0603-4467	Oral
0603-4468	Oral
0603-4469	Oral
0603-4485	Oral
0603-4486	Oral
0603-4593	Oral
0603-4614	Oral
0603-4615	Oral
0603-4661	Oral
0603-4662	Oral
0603-4886	Oral
0603-4975	Oral
0603-4978	Oral
0603-4998	Oral
0603-5060	Oral
0603-5061	Oral
0603-5062	Oral
0603-5063	Oral
0603-5090	Oral
0603-5091	Oral
0603-5092	Oral
0603-5093	Oral
0603-5165	Oral
0603-5166	Oral
0603-5167	Oral
0603-5168	Oral
0603-5192	Oral
0603-5335	Oral
0603-5336	Oral
0603-5337	Oral
0603-5338	Oral
0603-5339	Oral
0603-5371	Oral
0603-5372	Oral
0603-5437	Oral
0603-5438	Oral
0603-5439	Oral
0603-5448	Oral
0603-5449	Oral
0603-5450	Oral
0603-5482	Oral
0603-5483	Oral
0603-5484	Oral
0603-5485	Oral
0603-5486	Oral
0603-5683	Oral
0603-5684	Oral
0603-5685	Oral
0603-5686	Oral
0603-5688	Oral
0603-5689	Oral
0603-5763	Oral
0603-5764	Oral
0603-5765	Oral
0603-5769	Oral
0603-5770	Oral
0603-5771	Oral
0603-5772	Oral
0603-5780	Oral
0603-5781	Oral
0603-5801	Oral
0603-5803	Oral
0603-5914	Oral
0603-5915	Oral
0603-5916	Oral
0603-5926	Oral
0603-5927	Oral
0603-5928	Oral
0603-6134	Oral
0603-6135	Oral
0603-6136	Oral
0603-6137	Oral
0603-6149	Oral
0603-6150	Oral
0603-6151	Oral
0603-6156	Oral
0603-6157	Oral
0603-6240	Oral
0603-6241	Oral
0603-6345	Oral
0603-6346	Oral
0603-6347	Oral
0603-6348	Oral
0603-6349	Oral
0603-6468	Oral
0603-6469	Oral
0603-7038	Auricular (otic)
0603-7039	Auricular (otic)
0603-7606	Oral
0603-7607	Oral
0603-7634	Oral
0603-7781	Topical
0603-7785	Topical
0603-7805	Topical
0603-7818	Topical
0603-7831	Topical
0603-7861	Topical
0603-7862	Topical
0603-7864	Topical
0603-9013	Oral
0603-9063	Oral
0603-9171	Oral
0603-9388	Oral
0603-9418	Oral
0603-9424	Oral
0615-0378	Oral
0615-0536	Oral
0615-0591	Oral
0615-1542	Oral
0615-2513	Oral
0615-3593	Oral
0615-6516	Oral
0641-0121	Intravenous
0641-0121	Intramuscular
0641-0121	Subcutaneous
0641-0367	Intramuscular
0641-0367	Intravenous
0641-0376	Intravenous
0641-0376	Intramuscular
0641-0391	Intravenous
0641-0391	Subcutaneous
0641-0400	Intravenous
0641-0400	Subcutaneous
0641-0410	Subcutaneous
0641-0410	Intravenous
0641-0476	Intramuscular
0641-0476	Intravenous
0641-0477	Intravenous
0641-0477	Intramuscular
0641-0491	Intravenous
0641-0491	Intramuscular
0641-0493	Intramuscular
0641-0493	Intravenous
0641-0495	Intravenous
0641-0495	Subcutaneous
0641-0495	Intramuscular
0641-0928	Intramuscular
0641-0928	Intravenous
0641-0929	Intravenous
0641-0929	Intramuscular
0641-0948	Intravenous
0641-0948	Intramuscular
0641-0949	Intramuscular
0641-0949	Intravenous
0641-0955	Intramuscular
0641-0955	Intravenous
0641-0956	Intravenous
0641-0956	Intramuscular
0641-1397	Intramuscular
0641-1398	Intramuscular
0641-1410	Intravenous
0641-1410	Intramuscular
0641-1495	Intravenous
0641-1495	Intramuscular
0641-1496	Intravenous
0641-1496	Intramuscular
0641-1512	Intramuscular
0641-1512	Intravenous
0641-1512	Subcutaneous
0641-2341	Intramuscular
0641-2341	Subcutaneous
0641-2341	Intravenous
0641-2450	Intravenous
0641-2450	Subcutaneous
0641-2460	Intravenous
0641-2460	Subcutaneous
0641-2555	Intramuscular
0641-2555	Intravenous
0641-2569	Intravenous
0641-2965	Intravenous
0641-6000	Intramuscular
0641-6000	Intravenous
0641-6001	Intravenous
0641-6001	Intramuscular
0641-6002	Intravenous
0641-6002	Intramuscular
0641-6003	Intravenous
0641-6003	Intramuscular
0641-6006	Intravenous
0641-6006	Intramuscular
0641-6006	Subcutaneous
0641-6007	Intramuscular
0641-6007	Intravenous
0641-6008	Intramuscular
0641-6008	Intravenous
0641-6013	Intravenous
0641-6014	Intravenous
0641-6015	Intravenous
0641-6018	Intravenous
0641-6019	Intrathecal
0641-6019	Intravenous
0641-6019	Epidural
0641-6020	Intravenous
0641-6020	Epidural
0641-6020	Intrathecal
0641-6021	Intravenous
0641-6022	Intravenous
0641-6023	Intravenous
0641-6024	Intravenous
0641-6024	Intramuscular
0641-6025	Intravenous
0641-6025	Intramuscular
0641-6026	Intravenous
0641-6026	Intramuscular
0641-6027	Intravenous
0641-6027	Intramuscular
0641-6028	Intravenous
0641-6028	Intramuscular
0641-6029	Intramuscular
0641-6029	Intravenous
0641-6030	Intramuscular
0641-6030	Intravenous
0641-6031	Intravenous
0641-6032	Intravenous
0641-6033	Intramuscular
0641-6033	Intravenous
0641-6034	Intramuscular
0641-6034	Intravenous
0641-6035	Intramuscular
0641-6035	Intravenous
0641-6036	Intramuscular
0641-6036	Intravenous
0641-6039	Intrathecal
0641-6039	Epidural
0641-6040	Epidural
0641-6040	Intrathecal
0641-6041	Intravenous
0641-6041	Intramuscular
0641-6042	Intravenous
0641-6042	Intramuscular
0641-6043	Intravenous
0641-6043	Intramuscular
0641-6044	Intravenous
0641-6044	Intramuscular
0641-6045	Intravenous
0641-6045	Intramuscular
0641-6046	Intravenous
0641-6046	Intramuscular
0641-6047	Intravenous
0641-6047	Intramuscular
0641-6048	Intramuscular
0641-6048	Intravenous
0641-6049	Intramuscular
0641-6049	Intravenous
0641-6050	Intramuscular
0641-6050	Intravenous
0641-6051	Intravenous
0641-6051	Intramuscular
0641-6052	Intramuscular
0641-6052	Subcutaneous
0641-6052	Intravenous
0641-6053	Subcutaneous
0641-6053	Intravenous
0641-6053	Intramuscular
0641-6054	Subcutaneous
0641-6054	Intravenous
0641-6054	Intramuscular
0641-6056	Intravenous
0641-6056	Intramuscular
0641-6057	Intravenous
0641-6057	Intramuscular
0641-6059	Intravenous
0641-6059	Intramuscular
0641-6060	Intramuscular
0641-6060	Intravenous
0641-6061	Intramuscular
0641-6061	Intravenous
0641-6063	Intravenous
0641-6063	Intramuscular
0641-6065	Intravenous
0641-6067	Intravenous
0641-6068	Subcutaneous
0641-6068	Intravenous
0641-6068	Intramuscular
0641-6070	Intravenous
0641-6070	Subcutaneous
0641-6070	Intramuscular
0641-6071	Intramuscular
0641-6071	Intravenous
0641-6071	Subcutaneous
0641-6072	Intravenous
0641-6072	Subcutaneous
0641-6072	Intramuscular
0641-6073	Intravenous
0641-6073	Intramuscular
0641-6073	Subcutaneous
0641-6075	Intramuscular
0641-6075	Intravenous
0641-6075	Subcutaneous
0641-6076	Intramuscular
0641-6076	Subcutaneous
0641-6076	Intravenous
0641-6077	Intramuscular
0641-6077	Intravenous
0641-6077	Subcutaneous
0641-6078	Intravenous
0641-6078	Intramuscular
0641-6079	Intravenous
0641-6079	Intramuscular
0641-6080	Intramuscular
0641-6080	Intravenous
0641-6082	Intravenous
0641-6082	Intramuscular
0641-6083	Intramuscular
0641-6083	Intravenous
0641-6084	Intravenous
0641-6084	Intramuscular
0641-6085	Intravenous
0641-6085	Intramuscular
0641-6088	Intramuscular
0641-6088	Intravenous
0641-6088	Subcutaneous
0641-6099	Intravenous
0641-6099	Intramuscular
0641-6103	Intramuscular
0641-6103	Intravenous
0641-6104	Intravenous
0641-6104	Intramuscular
0641-6105	Intramuscular
0641-6105	Intravenous
0641-6106	Intramuscular
0641-6106	Intravenous
0641-6107	Intravenous
0641-6107	Intramuscular
0641-6110	Intravenous
0641-6110	Epidural
0641-6111	Epidural
0641-6111	Intravenous
0641-6112	Epidural
0641-6112	Intravenous
0641-6113	Intravenous
0641-6114	Intravenous
0641-6114	Intramuscular
0641-6115	Intramuscular
0641-6115	Intravenous
0641-6116	Intravenous
0641-6117	Intravenous
0641-6118	Intravenous
0641-6119	Intravenous
0641-6120	Intravenous
0641-6121	Intravenous
0641-6122	Intravenous
0641-6123	Intravenous
0641-6136	Intravenous
0641-6136	Intramuscular
0641-6137	Intravenous
0641-6137	Intramuscular
0641-6138	Intramuscular
0641-6138	Intravenous
0641-6139	Intravenous
0641-6139	Intramuscular
0641-6140	Subcutaneous
0641-6140	Intravenous
0641-6140	Intramuscular
0641-6141	Subcutaneous
0641-6141	Intravenous
0641-6141	Intramuscular
0641-6142	Intravenous
0641-6154	Intravenous
0642-0070	Oral
0642-0072	Oral
0642-0077	Oral
0642-0079	Oral
0642-0092	Oral
0642-0093	Oral
0642-0094	Oral
0642-0120	Oral
0642-0204	Oral
0642-0207	Oral
0642-3010	Oral
0682-0334	Oral
0682-0475	Oral
0682-0480	Oral
0682-0804	Oral
0682-1570	Oral
0682-3001	Oral
0703-0018	Intramuscular
0703-0018	Subcutaneous
0703-0018	Intravenous
0703-0031	Intralesional
0703-0031	Intra-articular
0703-0031	Soft Tissue
0703-0031	Intramuscular
0703-0043	Intrasynovial
0703-0043	Soft Tissue
0703-0043	Intralesional
0703-0043	Intramuscular
0703-0045	Intramuscular
0703-0045	Intrasynovial
0703-0045	Soft Tissue
0703-0045	Intralesional
0703-0051	Soft Tissue
0703-0051	Intralesional
0703-0051	Intra-articular
0703-0051	Intramuscular
0703-0063	Soft Tissue
0703-0063	Intralesional
0703-0063	Intrasynovial
0703-0063	Intramuscular
0703-0110	Intramuscular
0703-0110	Subcutaneous
0703-0110	Intravenous
0703-0113	Subcutaneous
0703-0113	Intramuscular
0703-0113	Intravenous
0703-0404	Intravenous
0703-0405	Intravenous
0703-1020	Intravenous
0703-1029	Intravenous
0703-1153	Intravenous
0703-1501	Intravascular
0703-1985	Intravenous
0703-1995	Intravenous
0703-2191	Intravenous
0703-2191	Intramuscular
0703-2201	Intravenous
0703-2201	Intramuscular
0703-2804	Intravenous
0703-2812	Intravenous
0703-2823	Intravenous
0703-2856	Intravenous
0703-2858	Intravenous
0703-2859	Intravenous
0703-2914	Intravenous
0703-2925	Intravenous
0703-3015	Intravenous
0703-3018	Intravenous
0703-3019	Intravenous
0703-3154	Intrapleural
0703-3154	Intramuscular
0703-3154	Intravenous
0703-3154	Subcutaneous
0703-3155	Subcutaneous
0703-3155	Intrapleural
0703-3155	Intravenous
0703-3155	Intramuscular
0703-3249	Intravenous
0703-3301	Intravenous
0703-3301	Subcutaneous
0703-3311	Subcutaneous
0703-3311	Intravenous
0703-3321	Intravenous
0703-3321	Subcutaneous
0703-3333	Subcutaneous
0703-3333	Intravenous
0703-3343	Subcutaneous
0703-3343	Intravenous
0703-3427	Intravenous
0703-3429	Intravenous
0703-3671	Intravenous
0703-3671	Intrathecal
0703-3671	Intramuscular
0703-3671	Intra-arterial
0703-3673	Intramuscular
0703-3673	Intrathecal
0703-3673	Intra-arterial
0703-3673	Intravenous
0703-3675	Intravenous
0703-3675	Intramuscular
0703-3675	Intra-arterial
0703-3675	Intrathecal
0703-3678	Intra-arterial
0703-3678	Intramuscular
0703-3678	Intrathecal
0703-3678	Intravenous
0703-3985	Intravenous
0703-3986	Intravenous
0703-4075	Intravenous
0703-4085	Intravenous
0703-4182	Intravenous
0703-4183	Intravenous
0703-4239	Intravenous
0703-4244	Intravenous
0703-4246	Intravenous
0703-4248	Intravenous
0703-4402	Intravenous
0703-4412	Intravenous
0703-4502	Intramuscular
0703-4502	Intravenous
0703-4636	Intravenous
0703-4680	Intravenous
0703-4685	Intravenous
0703-4686	Intravenous
0703-4714	Intravenous
0703-4764	Intravenous
0703-4766	Intravenous
0703-4767	Intravenous
0703-4768	Intravenous
0703-4852	Intravenous
0703-5040	Intravenous
0703-5043	Intravenous
0703-5046	Intravenous
0703-5051	Intravenous
0703-5054	Intravenous
0703-5075	Intravenous
0703-5140	Intravenous
0703-5140	Intramuscular
0703-5145	Intravenous
0703-5145	Intramuscular
0703-5233	Intravenous
0703-5653	Intravenous
0703-5656	Intravenous
0703-5657	Intravenous
0703-5747	Intravenous
0703-5748	Intravenous
0703-5775	Intravenous
0703-5778	Intravenous
0703-5854	Intravenous
0703-6801	Intramuscular
0703-6811	Intramuscular
0703-7011	Intramuscular
0703-7013	Intramuscular
0703-7021	Intramuscular
0703-7023	Intramuscular
0703-7041	Intramuscular
0703-7045	Intramuscular
0703-7221	Intramuscular
0703-7221	Intravenous
0703-7226	Intramuscular
0703-7226	Intravenous
0703-7351	Subcutaneous
0703-8401	Intravenous
0703-8411	Intravenous
0703-8510	Intravenous
0703-8510	Subcutaneous
0703-8530	Intravenous
0703-8530	Subcutaneous
0703-8540	Intravenous
0703-8540	Subcutaneous
0703-8560	Intravenous
0703-8560	Subcutaneous
0703-8580	Subcutaneous
0703-8580	Intravenous
0703-8610	Intravenous
0703-8610	Subcutaneous
0703-8680	Intravenous
0703-8680	Subcutaneous
0703-8776	Intravenous
0703-8777	Intravenous
0703-9032	Intravenous
0703-9032	Intramuscular
0703-9040	Intravenous
0703-9040	Intramuscular
0703-9095	Intramuscular
0703-9095	Intravenous
0703-9105	Intravenous
0703-9105	Intramuscular
0703-9258	Intravenous
0703-9503	Intravenous
0703-9514	Intravenous
0703-9526	Intravenous
0713-0101	Rectal
0713-0102	Rectal
0713-0109	Rectal
0713-0118	Rectal
0713-0132	Rectal
0713-0164	Rectal
0713-0165	Rectal
0713-0166	Rectal
0713-0176	Rectal
0713-0197	Vaginal
0713-0222	Topical
0713-0223	Topical
0713-0224	Topical
0713-0252	Vaginal
0713-0268	Topical
0713-0280	Topical
0713-0317	Topical
0713-0318	Topical
0713-0324	Topical
0713-0503	Rectal
0713-0526	Rectal
0713-0535	Rectal
0713-0536	Rectal
0713-0622	Topical
0713-0623	Topical
0713-0631	Topical
0713-0632	Topical
0713-0633	Topical
0713-0634	Topical
0713-0635	Topical
0713-0637	Topical
0713-0638	Topical
0713-0639	Topical
0713-0640	Topical
0713-0701	Topical
0713-0703	Oral
0713-0704	Oral
0781-1008	Oral
0781-1030	Oral
0781-1032	Oral
0781-1034	Oral
0781-1036	Oral
0781-1046	Oral
0781-1047	Oral
0781-1048	Oral
0781-1049	Oral
0781-1053	Oral
0781-1061	Oral
0781-1064	Oral
0781-1071	Oral
0781-1072	Oral
0781-1077	Oral
0781-1078	Oral
0781-1079	Oral
0781-1089	Oral
0781-1123	Oral
0781-1181	Oral
0781-1182	Oral
0781-1183	Oral
0781-1205	Oral
0781-1223	Oral
0781-1228	Oral
0781-1345	Oral
0781-1358	Oral
0781-1359	Oral
0781-1375	Oral
0781-1381	Oral
0781-1391	Oral
0781-1392	Oral
0781-1393	Oral
0781-1396	Oral
0781-1397	Oral
0781-1398	Oral
0781-1407	Oral
0781-1436	Oral
0781-1437	Oral
0781-1438	Oral
0781-1439	Oral
0781-1446	Oral
